huespedes,dormitorios,camas,ba√±os,precio_eur,valoracion,alojamiento_entero,limpieza,llegada_autonoma,ubicacion_fantastica,cocina,wifi,lavadora,aire_acondicionado,secador,frigorifico
6,2,3,1,210,4.92,1,1,1,0,1,1,0,1,0,1
6,3,5,2,142,4.62,1,0,1,1,1,1,0,1,0,1
2,1,1,1,125,4.93,1,1,1,0,0,0,1,0,0,1
5,2,3,1,120,4.85,1,1,1,1,1,1,0,1,0,1
6,3,3,1,65,4.75,1,1,1,1,1,1,0,0,1,1
2,1,1,1,55,3.88,1,0,1,1,0,0,1,0,0,1
8,3,4,1,160,4.26,1,0,1,0,0,0,1,0,0,1
6,3,5,1,140,4.8,1,1,1,0,1,1,0,1,1,1
2,1,1,1,45,4.88,0,1,1,0,0,1,1,0,1,1
6,2,3,2,180,4.95,1,1,1,0,1,1,0,1,1,0
5,3,2,1,170,4.92,1,1,1,1,0,0,1,0,0,1
2,1,1,1,29,4.95,0,1,1,1,1,1,0,1,1,1
6,2,4,2,94,4.0,1,1,0,1,0,0,1,0,0,1
2,1,1,1,49,4.78,1,1,1,1,0,0,1,0,0,1
6,2,4,1,176,4.91,1,1,1,1,1,1,0,1,1,1
6,2,2,1,84,4.19,1,1,1,1,1,1,0,0,0,1
2,1,1,2,29,4.44,0,1,0,1,1,1,1,0,1,0
6,2,2,2,173,4.91,0,1,1,1,0,0,1,1,0,1
6,2,3,1,128,4.0,1,1,0,1,1,1,0,0,1,1
1,1,1,1,23,4.9,0,1,1,1,0,0,1,0,0,1
7,3,3,1,120,4.64,1,0,1,1,1,1,0,1,1,1
5,2,2,2,131,3.67,1,1,1,1,0,1,0,1,0,1
4,1,2,1,70,4.4,1,1,1,0,1,1,0,1,1,0
6,3,4,1,149,5.0,1,1,1,1,1,1,0,1,0,1
5,3,3,1,60,4.75,1,1,1,1,1,1,0,1,1,1
2,0,2,1,53,4.39,1,1,0,1,0,0,1,0,0,1
6,3,4,1,159,4.69,1,1,0,1,1,1,0,1,0,1
6,3,4,1,75,4.77,1,1,1,1,1,1,0,1,1,1
2,1,1,1,49,4.4,0,1,1,0,0,0,1,0,0,1
6,2,6,1,67,4.59,1,0,1,1,1,1,0,1,1,0
2,1,1,1,42,4.45,0,0,1,0,0,0,1,0,0,1
6,3,3,1,110,3.83,1,0,1,1,1,1,0,1,0,1
4,1,2,1,90,4.96,1,1,1,1,1,1,0,1,1,0
5,2,2,1,90,3.73,1,0,0,1,1,1,1,1,1,0
3,0,1,1,60,4.73,1,1,1,1,1,1,0,1,1,0
6,2,4,2,129,4.0,1,1,1,1,1,0,0,1,1,0
8,3,4,1,135,4.0,1,1,1,1,0,0,1,0,0,1
4,1,2,1,65,4.35,1,0,1,0,0,0,1,0,0,1
2,1,1,1,62,4.88,1,1,0,1,1,1,1,1,1,0
6,2,3,1,193,4.47,1,1,1,0,1,1,0,1,0,1
6,2,4,1,79,4.42,1,0,0,1,1,1,0,0,0,1
2,0,1,1,69,4.67,1,1,1,0,1,1,0,0,1,0
8,4,6,2,149,4.45,1,1,1,0,1,1,0,0,1,1
6,2,3,1,118,4.71,1,1,1,1,1,1,0,1,0,1
6,0,1,1,98,4.0,0,0,1,1,0,0,1,0,0,1
5,2,2,1,197,4.37,1,0,1,1,0,0,1,0,0,1
5,2,4,1,109,4.0,1,1,1,1,0,0,1,0,0,1
6,2,3,1,85,4.91,1,1,1,0,1,1,0,1,0,1
5,1,3,1,127,4.0,1,1,1,1,1,1,0,1,0,1
5,2,3,2,105,4.7,1,0,1,1,1,1,0,1,0,1
2,1,2,1,93,4.92,1,1,1,0,1,1,0,1,1,1
7,2,6,1,196,4.11,1,1,1,1,1,1,0,1,1,1
5,3,3,2,189,4.94,1,1,1,1,1,1,0,1,0,1
2,1,1,1,45,4.84,0,1,1,0,1,1,0,1,1,1
5,1,2,1,224,4.29,1,1,0,1,0,0,1,0,0,1
6,2,4,2,230,4.2,1,1,1,1,1,1,0,1,0,1
2,1,1,2,27,4.91,0,1,1,0,1,1,0,0,1,0
5,2,3,1,193,4.0,1,1,0,1,0,0,1,0,0,1
6,2,1,1,90,4.0,1,1,1,1,1,1,0,1,1,1
2,1,2,1,80,4.86,1,1,1,0,1,1,0,1,0,1
6,2,4,2,174,4.0,1,1,1,1,1,1,0,1,1,0
3,2,2,1,79,4.65,1,1,1,1,1,1,0,1,1,0
7,2,3,2,210,4.78,1,1,0,1,1,1,0,1,1,1
6,2,3,1,106,4.05,1,1,0,1,1,1,1,1,1,1
2,0,2,1,50,4.73,1,0,1,1,1,1,0,1,1,0
5,2,5,1,78,4.61,1,1,1,1,1,1,0,1,0,1
5,2,4,2,107,4.0,1,0,1,1,0,0,1,0,0,1
2,0,1,1,66,4.0,1,1,1,1,0,0,1,0,0,1
6,2,4,2,226,4.0,1,1,1,1,0,0,1,0,0,1
4,1,1,1,79,4.66,1,1,1,0,1,1,1,0,1,0
5,3,4,1,95,5.0,1,1,1,1,1,0,1,1,1,1
2,1,1,1,100,4.78,1,1,0,1,0,0,1,0,0,1
6,3,3,1,110,3.83,1,0,1,1,1,1,0,1,0,1
5,3,3,1,154,4.63,1,0,1,0,1,1,0,1,1,0
2,1,1,2,30,5.0,0,1,1,1,1,1,0,0,1,1
6,2,3,2,220,4.63,1,1,0,1,1,1,0,1,1,1
5,3,2,1,160,4.92,1,1,1,1,1,1,1,0,0,1
2,1,1,1,80,4.71,1,0,0,0,0,1,0,0,1,1
6,2,3,2,160,4.89,1,1,1,1,1,1,0,0,1,0
8,3,4,2,228,4.91,1,1,1,1,0,0,1,0,0,1
2,1,1,1,40,4.6,0,0,1,0,0,1,1,0,1,1
5,1,3,1,93,3.5,1,0,0,1,1,1,0,0,0,1
2,0,1,1,75,4.78,1,1,0,1,1,1,0,1,1,0
7,3,4,2,190,4.78,0,1,1,1,0,0,1,1,0,1
7,4,7,1,160,4.85,1,1,1,1,0,0,1,0,0,1
3,0,1,1,60,4.73,1,1,1,1,1,1,0,1,1,0
9,3,6,1,200,4.0,1,1,0,1,1,1,0,1,1,1
5,3,6,2,125,5.0,1,1,1,1,1,1,0,0,0,1
2,1,1,1,50,4.72,0,1,1,0,1,1,1,0,1,1
5,3,4,1,119,4.84,1,1,1,1,1,0,0,1,0,0
6,2,3,1,121,4.69,1,1,1,1,1,1,0,1,0,1
4,2,2,1,10,4.0,1,1,1,1,0,0,1,0,0,1
6,2,3,1,127,4.0,1,0,1,1,1,1,0,1,1,0
3,0,2,1,32,4.42,1,1,1,1,1,1,0,1,1,1
6,3,3,2,100,4.59,1,0,1,0,1,1,0,1,1,1
2,1,1,1,33,4.65,0,0,1,0,1,1,1,1,1,0
8,3,6,2,133,4.0,1,1,1,1,1,1,0,1,1,1
2,1,1,1,33,4.82,0,1,1,0,0,0,1,0,0,1
5,3,6,1,103,4.0,1,1,0,1,1,1,0,1,1,1
2,1,1,1,20,4.67,0,1,1,0,1,1,1,0,0,1
8,4,4,2,147,4.72,1,1,1,0,0,0,1,0,0,1
1,1,1,1,20,4.77,0,0,1,0,1,1,0,0,1,1
5,2,3,1,89,4.76,1,1,1,0,1,1,0,1,0,1
1,1,1,1,17,4.35,0,0,1,0,0,0,1,0,0,1
6,3,5,3,226,4.92,1,1,1,0,1,1,0,1,1,1
2,1,1,1,15,4.37,0,0,0,0,1,1,0,1,1,0
8,2,5,2,226,4.0,1,1,1,0,0,0,1,0,0,1
2,1,1,1,15,4.53,0,0,1,0,1,1,1,0,0,1
5,3,3,1,166,4.0,0,0,1,1,1,1,1,1,1,1
1,1,1,1,30,4.6,0,1,1,1,0,1,1,0,0,1
5,3,3,1,114,4.0,1,1,1,1,1,1,0,1,1,0
1,1,1,2,15,4.6,0,1,1,0,1,1,0,0,1,1
5,3,4,2,129,4.0,1,1,1,1,1,1,0,1,0,1
2,1,1,1,59,4.93,0,1,1,0,0,0,1,0,0,1
7,3,7,2,112,4.0,1,1,0,1,1,1,0,1,1,1
1,1,1,1,25,4.77,0,1,1,0,1,1,0,1,0,1
6,2,1,1,106,4.0,1,1,1,1,0,0,1,0,0,1
2,1,2,1,29,4.58,0,1,1,0,0,0,1,0,0,1
5,3,3,1,164,4.0,1,1,0,0,0,0,1,0,0,1
1,1,1,1,27,4.78,0,1,1,1,0,0,1,0,0,1
6,3,3,1,63,4.67,1,0,1,0,0,1,0,0,1,0
2,1,1,2,33,4.75,0,1,1,0,1,1,0,0,1,1
5,3,2,1,60,4.14,1,0,1,1,1,1,1,1,1,0
1,1,1,1,25,4.57,0,1,1,1,1,1,1,1,1,0
6,3,6,2,136,4.0,1,0,0,0,1,1,0,1,1,0
1,1,1,1,20,4.79,0,1,1,1,0,1,0,0,0,1
6,2,3,1,125,4.6,1,0,0,1,1,1,0,1,1,1
1,1,1,1,25,4.4,0,0,1,1,0,1,1,0,0,1
5,2,4,1,125,4.0,1,1,1,0,1,1,0,1,1,1
1,1,1,1,16,4.69,0,1,1,1,1,1,1,0,0,0
6,2,3,1,127,4.97,1,1,1,0,1,1,0,1,1,1
1,1,1,1,20,4.74,0,1,1,0,0,0,1,0,0,1
8,3,6,2,154,4.37,1,1,0,1,1,1,0,1,0,1
1,1,1,1,25,4.4,0,0,1,1,0,1,1,0,0,1
6,3,3,1,130,4.0,1,0,1,1,1,1,0,1,0,1
1,1,1,1,19,4.42,0,0,1,1,0,1,1,0,1,0
6,3,5,1,126,4.33,1,1,1,1,1,1,0,1,0,1
2,1,1,1,50,4.71,0,1,0,0,0,1,1,1,1,0
6,3,4,1,80,4.69,1,1,1,1,0,0,1,0,0,1
2,1,1,1,59,4.95,0,1,1,0,1,1,0,1,1,1
6,3,5,3,226,4.92,1,1,1,0,1,1,0,1,1,1
1,1,1,2,15,4.6,0,1,1,0,0,0,1,0,0,1
6,3,3,2,169,4.0,1,1,0,1,0,0,1,0,0,1
5,2,3,1,75,4.76,1,1,1,0,1,1,0,1,0,1
6,2,1,1,106,4.0,1,1,1,1,0,0,1,0,0,1
2,1,1,2,28,4.45,0,0,1,0,1,1,0,0,1,0
6,2,4,2,120,4.0,1,1,0,1,1,1,0,1,1,1
3,1,1,1,42,4.0,1,1,0,1,1,1,0,1,1,1
5,3,5,1,131,4.0,1,0,0,1,1,1,0,1,1,0
1,1,1,1,23,4.77,0,1,1,0,1,1,1,0,1,0
6,2,5,1,125,4.58,1,0,1,1,0,0,1,0,0,1
2,0,1,1,86,4.0,1,1,1,0,1,1,0,1,1,1
5,2,5,1,112,4.0,1,1,0,1,1,1,0,1,1,1
2,1,2,1,45,4.49,1,0,1,1,1,1,1,1,1,1
5,2,2,1,112,4.0,1,1,1,1,1,1,0,1,0,1
1,1,1,1,25,4.77,0,1,1,0,1,1,0,1,0,1
5,3,3,1,166,4.0,0,0,1,1,1,1,1,1,1,1
2,1,1,1,33,4.6,0,1,1,1,1,1,0,0,1,0
1,1,1,1,25,4.6,0,1,1,1,0,0,1,0,0,1
7,3,4,1,220,4.0,1,1,1,0,1,1,0,0,1,1
2,1,1,2,39,4.38,0,0,1,1,0,0,1,0,0,1
5,2,3,1,73,4.0,1,1,0,1,1,1,0,1,1,0
4,2,2,1,70,4.74,1,1,0,1,1,1,0,1,1,0
6,3,3,2,160,4.59,1,0,1,0,0,0,1,0,0,1
4,1,2,1,120,4.94,1,1,1,0,0,0,1,0,0,1
6,2,4,1,118,4.6,1,0,1,1,1,1,0,1,0,1
4,2,3,1,95,4.94,1,1,1,0,1,1,0,1,1,1
6,2,5,1,122,4.42,1,1,0,1,1,1,0,1,1,1
3,1,2,1,107,4.0,1,1,1,1,0,0,1,0,0,1
10,4,6,3,59,4.0,1,1,1,1,1,1,0,1,1,1
2,1,1,1,58,4.71,0,1,0,1,0,1,1,1,1,0
5,2,3,1,113,4.76,1,1,1,0,1,1,0,1,0,1
2,1,1,2,25,4.0,0,1,1,1,0,0,1,0,0,1
6,2,4,1,104,4.43,1,1,0,1,0,0,1,0,0,1
2,1,1,1,59,4.89,0,1,1,0,0,0,1,0,0,1
5,3,5,1,137,4.0,1,0,0,0,1,1,0,1,1,0
2,1,1,1,77,4.0,0,1,0,1,0,1,1,1,1,0
5,3,4,1,131,4.46,1,1,1,1,1,1,0,1,1,1
1,1,1,1,23,4.77,0,1,1,0,1,1,1,0,1,0
6,3,4,2,150,4.0,1,1,1,1,1,1,0,1,0,1
2,0,1,1,85,4.0,1,1,1,0,1,1,0,1,1,1
5,3,5,1,89,4.48,1,1,0,1,0,0,1,0,0,1
2,1,1,1,35,4.83,0,1,1,0,0,0,1,0,0,1
5,3,5,1,89,4.25,1,1,1,1,1,1,0,1,1,1
1,1,1,1,35,4.26,0,0,1,0,0,0,1,0,0,1
6,3,6,2,147,4.0,1,1,0,1,1,1,0,1,1,0
2,1,1,1,39,4.56,0,0,1,1,0,0,1,0,0,1
5,2,3,1,124,4.32,1,1,0,1,1,1,0,1,0,1
1,1,1,1,49,4.69,0,0,1,0,0,0,1,0,0,1
6,3,6,1,190,4.0,1,1,1,1,1,1,1,1,1,0
1,1,1,1,29,4.61,0,1,1,0,0,1,1,0,1,0
8,3,6,2,142,4.0,1,1,1,1,1,1,0,1,1,1
2,1,1,1,28,4.6,0,1,1,1,1,1,0,0,1,0
5,2,3,1,73,4.0,1,1,0,1,1,1,0,1,1,0
2,1,2,1,24,4.78,0,0,1,1,1,1,0,0,1,0
5,2,5,1,95,4.0,1,1,0,1,1,1,0,1,1,1
2,1,1,1,27,4.54,0,0,1,1,0,0,1,0,0,1
10,3,8,2,167,4.0,1,1,1,1,1,1,0,1,0,1
1,1,1,1,30,4.89,0,1,1,0,0,1,1,0,1,0
6,2,4,2,139,4.2,1,1,1,1,1,1,0,1,0,1
4,2,3,1,90,4.33,1,1,1,1,1,1,0,1,1,0
6,2,4,2,158,4.0,1,1,0,1,0,0,1,0,0,1
2,1,1,1,33,4.73,0,1,1,1,0,0,1,0,0,1
6,4,5,1,184,4.0,1,1,0,1,1,1,0,1,0,1
1,1,1,2,26,4.6,0,1,1,0,1,1,0,0,1,1
3,1,2,1,107,4.0,1,1,1,1,1,1,0,1,1,0
5,3,3,1,112,4.0,1,0,0,1,1,1,0,1,1,1
2,1,1,1,30,4.59,0,0,1,0,1,1,0,0,0,1
7,3,7,2,91,4.38,1,1,0,1,1,1,0,1,1,1
2,1,1,1,34,4.52,0,1,1,1,1,1,1,1,1,0
7,3,4,1,220,4.0,1,1,1,0,1,1,0,0,1,1
3,1,1,1,20,4.47,0,1,1,0,1,1,0,1,1,1
5,3,4,2,129,4.0,1,1,1,1,0,0,1,0,0,1
2,1,1,1,25,4.57,0,0,1,1,1,1,0,0,1,1
6,2,4,1,104,4.44,1,1,0,1,1,1,0,1,1,0
2,1,2,1,18,4.55,0,1,1,1,0,1,1,0,1,0
5,2,3,1,144,4.0,1,1,1,1,1,1,0,1,0,1
1,1,1,1,30,4.89,0,1,1,0,0,1,1,0,1,0
6,2,3,2,120,4.56,1,0,1,1,1,1,0,1,1,1
2,1,1,1,23,4.0,0,1,1,1,0,0,1,0,0,1
7,3,5,2,195,4.87,1,1,1,0,0,0,1,0,0,1
3,1,3,1,86,4.0,0,0,1,0,1,1,0,1,1,0
5,2,4,1,125,4.0,1,1,1,0,1,1,0,1,1,1
2,1,1,1,38,4.0,0,0,0,1,0,0,1,0,0,1
6,2,4,1,120,4.66,1,1,0,1,1,1,0,1,0,1
2,1,1,1,59,4.95,0,1,1,0,1,1,0,1,1,1
6,2,4,1,119,4.0,1,1,0,1,1,1,0,1,1,0
2,1,1,1,30,4.88,0,1,1,1,1,1,1,0,0,0
1,1,1,1,40,4.0,0,1,1,1,1,1,0,0,0,1
6,3,6,2,149,4.63,1,1,0,1,1,1,0,1,1,1
2,1,1,1,45,4.81,0,1,1,1,0,0,1,0,0,1
5,3,4,2,234,4.0,1,0,1,0,1,1,0,1,1,1
2,1,1,1,25,4.0,0,1,1,1,1,1,0,0,0,0
5,3,5,1,109,4.25,1,1,1,0,1,1,0,1,1,0
1,1,1,1,26,4.0,0,1,1,1,0,1,1,0,0,1
5,2,3,1,161,4.0,1,0,1,1,1,1,0,1,1,0
2,1,1,1,25,4.33,0,0,1,0,0,0,1,0,0,1
6,3,6,2,118,4.0,1,1,0,1,1,1,0,1,1,0
2,1,1,2,39,4.38,0,0,1,1,0,0,1,0,0,1
6,2,1,1,106,4.0,1,1,1,1,0,0,1,0,0,1
2,1,1,1,37,5.0,0,1,1,0,0,0,1,0,0,1
5,3,3,1,166,4.0,0,0,1,1,1,1,1,1,1,1
2,1,1,2,25,4.0,0,1,1,1,0,0,1,0,0,1
5,3,5,1,137,4.0,1,0,0,0,1,1,0,1,1,0
1,1,1,1,23,4.57,0,0,1,1,0,0,1,0,0,1
6,2,4,2,120,4.0,1,1,0,1,1,1,0,1,1,1
2,1,1,1,50,4.71,0,1,0,0,0,1,1,1,1,0
8,2,6,2,155,4.5,1,1,1,1,1,1,0,1,1,1
1,1,1,1,33,4.9,0,1,1,0,1,1,0,0,1,1
7,3,5,1,128,4.0,1,0,1,1,1,1,0,1,1,0
1,1,1,1,19,4.0,0,1,1,1,1,1,0,0,1,1
6,3,4,2,121,4.0,1,1,1,1,1,1,0,1,1,0
3,1,1,1,82,4.0,1,1,1,1,1,1,0,1,1,0
8,4,7,2,139,4.5,1,0,1,1,1,1,0,1,1,1
2,1,1,1,38,4.65,0,0,1,0,1,1,1,0,1,1
8,4,6,2,140,5.0,1,1,1,0,1,1,0,1,0,1
2,1,1,1,25,4.5,0,0,1,1,0,1,1,0,1,0
5,3,6,2,134,4.0,1,1,0,1,1,1,0,1,1,0
2,1,2,1,28,4.88,0,0,1,0,1,1,0,0,0,0
6,3,6,2,136,4.0,1,0,0,0,1,1,0,1,1,0
2,1,1,1,40,4.83,0,1,1,0,1,1,0,0,1,0
6,2,3,1,90,4.92,1,1,1,1,1,1,0,1,0,1
2,1,1,1,43,4.38,0,0,1,0,0,0,1,0,0,1
7,4,4,2,155,4.75,1,1,0,1,1,1,0,1,1,1
1,1,1,2,22,4.55,0,0,1,1,0,0,1,0,0,1
5,2,5,1,95,4.0,1,1,0,1,1,1,0,1,1,1
4,1,2,1,80,4.86,1,1,1,1,0,0,1,0,0,1
6,3,6,1,119,4.0,1,1,0,1,1,1,0,1,1,1
1,1,1,1,30,4.89,0,1,1,0,0,1,1,0,1,0
6,3,3,2,149,4.67,1,1,0,1,1,1,0,1,1,1
1,1,1,1,38,5.0,0,0,1,0,0,0,1,0,0,1
5,2,3,1,161,4.0,1,0,1,1,1,1,0,1,1,0
2,1,1,1,20,4.38,0,1,1,1,0,0,1,0,0,1
6,2,4,1,117,4.0,1,1,0,1,1,1,0,1,1,0
2,1,1,1,83,4.0,1,1,1,1,0,0,1,0,0,1
6,3,4,2,120,4.0,1,1,1,1,1,1,0,1,1,0
2,1,1,1,35,4.83,0,1,1,0,1,1,0,1,1,1
5,2,4,1,120,4.0,1,0,1,1,1,1,0,1,0,1
2,1,1,1,93,4.8,1,1,1,1,1,1,0,1,0,1
6,2,4,2,184,4.0,1,1,0,1,1,1,0,1,0,1
2,1,1,1,15,4.73,0,1,1,1,1,1,0,1,1,1
5,2,4,2,119,4.62,1,1,1,1,1,1,1,1,1,0
4,1,2,1,100,4.75,1,1,1,1,1,1,0,1,1,1
5,3,5,1,109,4.25,1,1,1,0,1,1,0,1,1,0
4,2,2,1,90,4.0,1,1,1,1,1,1,1,1,0,1
6,3,3,2,125,4.6,1,1,1,0,1,1,0,1,0,1
2,1,1,1,51,4.0,0,1,1,0,1,1,0,0,1,0
6,2,4,2,139,4.2,1,1,1,1,1,1,0,1,0,1
6,0,1,1,98,4.0,0,0,1,1,0,0,1,0,0,1
8,3,7,2,119,4.76,1,1,0,0,1,1,0,1,1,0
2,1,1,1,60,4.92,0,1,1,0,0,0,1,0,0,1
6,3,5,2,189,4.86,1,1,1,0,0,0,1,0,0,1
2,1,1,1,83,4.0,1,1,1,1,1,1,0,1,1,1
8,3,6,2,142,4.0,1,1,1,1,0,0,1,0,0,1
2,1,1,1,65,4.78,0,1,1,1,0,1,1,0,1,0
7,3,5,2,195,4.87,1,1,1,0,1,1,1,1,1,1
1,1,1,1,47,4.51,0,0,1,1,1,1,1,0,1,1
5,3,4,2,234,4.0,1,0,1,0,1,1,0,1,1,1
1,1,1,1,33,4.0,0,0,0,1,0,0,1,0,0,1
5,3,5,1,118,4.0,1,1,1,0,1,1,0,1,1,1
1,1,1,1,30,4.26,0,1,0,1,1,1,0,1,1,1
6,2,4,1,109,4.21,1,1,0,1,1,1,0,1,1,0
2,1,1,1,47,4.0,0,1,1,1,1,1,0,0,1,0
5,3,4,1,89,4.0,1,0,1,1,1,1,0,0,1,0
1,1,1,1,23,4.42,0,1,1,0,1,1,0,0,1,0
5,2,3,1,102,4.0,1,1,1,1,1,1,0,1,1,0
4,2,2,1,85,4.0,1,1,1,1,1,1,1,1,0,1
5,2,4,1,112,4.59,1,1,1,0,1,1,0,1,1,1
2,1,1,2,39,4.52,0,0,1,0,0,0,1,0,0,1
6,3,6,2,149,4.8,1,1,0,1,1,1,0,1,1,1
2,1,1,1,30,4.88,0,1,1,1,1,1,1,0,0,0
6,3,4,2,150,4.0,1,1,1,1,1,1,0,1,0,1
3,1,3,1,86,4.0,0,0,1,0,0,0,1,0,0,1
6,2,4,2,139,4.2,1,1,1,1,1,1,0,1,0,1
2,1,1,2,35,4.34,0,1,1,0,0,0,1,0,0,1
6,3,6,2,147,4.0,1,1,0,1,1,1,0,1,1,0
2,1,1,1,35,4.63,0,1,1,1,0,0,1,0,0,1
7,4,4,2,157,4.75,1,1,0,1,1,1,0,1,1,1
3,1,2,1,21,4.67,0,1,1,0,1,1,0,1,0,1
6,3,5,2,193,4.0,1,1,0,1,0,0,1,0,0,1
2,1,1,1,45,4.32,0,1,1,0,0,0,1,0,0,1
6,2,5,1,150,4.33,1,0,0,1,1,1,1,1,0,1
2,1,1,1,49,4.58,0,0,1,1,0,1,1,1,1,1
6,2,4,1,137,4.29,1,0,1,1,0,0,1,0,0,1
1,1,1,1,26,4.74,0,1,1,1,0,0,1,0,0,1
6,2,3,1,95,4.92,1,1,1,1,1,1,0,1,0,1
2,1,1,1,40,4.71,0,0,1,0,1,1,0,0,0,0
5,2,2,1,114,4.0,1,1,1,1,1,1,0,1,0,1
2,1,1,1,40,4.71,0,0,1,0,1,1,0,0,0,0
6,3,3,2,218,4.0,1,1,0,1,0,0,1,0,0,1
2,1,1,1,35,4.84,0,1,1,0,1,1,0,0,1,0
6,3,5,1,126,4.33,1,1,1,1,1,1,0,1,0,1
1,1,1,1,35,4.93,0,1,1,1,1,1,1,0,1,0
6,3,6,2,147,4.0,1,1,0,1,1,1,0,1,1,0
2,1,1,1,49,4.84,0,1,1,0,1,1,1,1,1,0
5,2,2,1,145,4.0,1,1,0,1,1,1,0,1,1,0
2,1,2,1,32,4.77,0,1,1,0,0,1,1,0,1,0
5,2,4,1,120,4.0,1,0,1,1,1,1,0,1,0,1
2,1,1,1,34,4.54,0,0,0,1,1,1,0,1,1,1
6,4,5,1,184,4.0,1,1,0,1,1,1,0,1,0,1
1,1,1,1,24,4.42,0,1,1,0,1,1,0,0,1,0
5,3,5,1,131,4.0,1,0,0,1,1,1,0,1,1,0
4,1,3,1,55,4.36,0,0,1,1,1,1,1,1,1,1
6,2,4,1,112,4.0,1,1,0,1,1,1,0,1,1,1
2,1,1,1,37,4.22,0,0,1,1,1,1,0,0,1,1
8,4,4,2,209,4.29,1,0,1,0,1,1,0,1,1,0
2,1,1,1,35,4.4,0,0,1,0,1,1,1,0,1,1
6,3,4,1,170,4.8,1,1,1,0,1,1,0,0,0,1
2,1,1,1,45,5.0,0,1,1,0,0,0,1,0,0,1
7,3,7,2,91,4.0,1,1,0,1,1,1,0,1,1,1
2,1,1,1,30,4.0,0,1,1,1,0,0,1,0,0,1
2,1,1,1,75,4.81,0,1,0,1,0,1,1,1,1,0
5,2,3,1,153,4.0,1,1,1,1,1,1,0,0,1,0
2,1,1,1,32,4.49,0,0,1,0,0,0,1,0,0,1
6,3,5,1,239,4.0,1,0,1,1,1,1,0,1,0,1
2,1,1,1,47,4.0,0,1,1,1,1,1,0,0,1,0
10,5,8,2,195,4.0,1,0,1,1,1,1,1,1,1,1
2,1,1,1,37,4.0,0,0,1,1,0,1,1,0,1,0
5,2,3,1,112,4.0,1,1,1,1,1,1,0,1,1,0
4,1,3,1,62,4.77,1,1,1,1,1,1,1,1,1,0
4,2,3,2,89,4.85,1,1,1,0,0,0,1,0,0,1
6,3,4,2,121,4.0,1,1,1,1,1,1,0,1,1,0
2,1,1,1,75,5.0,1,1,1,1,1,1,0,1,1,1
5,3,3,2,166,4.84,1,1,1,1,1,1,0,0,1,1
2,1,1,1,40,4.0,0,0,1,1,1,1,1,1,1,0
6,2,3,1,95,4.92,1,1,1,1,1,1,0,1,0,1
2,1,1,1,48,4.33,0,1,0,1,0,1,1,1,1,1
8,3,5,2,139,4.82,1,1,1,0,1,1,0,1,1,1
2,1,1,1,80,4.69,0,1,1,0,0,1,1,1,1,1
8,4,6,3,148,4.0,1,1,1,1,0,0,1,0,0,1
2,1,1,2,39,4.38,0,0,1,1,0,0,1,0,0,1
6,4,6,1,145,4.56,1,0,1,1,1,1,0,1,0,1
4,1,2,1,104,4.0,1,1,1,1,0,0,1,0,0,1
6,3,5,2,160,4.73,1,1,1,1,1,1,0,1,1,1
2,1,1,1,99,4.81,0,1,1,0,0,1,1,1,1,1
5,2,4,2,119,4.62,1,1,1,1,1,1,1,1,1,0
2,1,1,1,40,4.85,0,1,0,1,0,1,1,0,1,1
5,2,3,1,177,4.0,1,1,1,1,1,1,0,0,1,1
5,2,4,1,124,4.69,1,1,1,0,1,1,0,1,1,1
6,3,6,1,171,4.0,1,0,1,0,1,1,1,1,1,1
1,0,1,1,35,4.0,0,1,1,1,0,0,1,0,0,1
5,3,5,2,158,4.47,1,1,0,1,1,1,0,1,1,1
5,2,4,2,160,4.0,1,0,1,0,1,1,0,0,1,1
2,1,1,2,35,4.0,0,1,1,1,0,0,1,0,0,1
5,2,3,1,90,4.0,1,1,1,1,1,1,0,1,1,0
2,1,1,1,49,4.0,1,1,1,1,1,1,0,1,1,0
5,3,4,2,145,4.86,1,1,1,1,1,1,0,1,0,1
2,1,1,1,97,4.86,1,1,1,1,1,1,0,1,0,0
6,3,5,3,152,4.75,0,1,1,1,0,0,1,1,0,1
2,1,1,1,30,4.83,0,0,1,1,1,1,0,1,1,0
6,3,3,2,229,4.0,1,1,0,1,1,1,0,1,0,1
