huespedes,dormitorios,camas,ba√±os,precio_eur,valoracion,alojamiento_entero,limpieza,llegada_autonoma,ubicacion_fantastica,cocina,wifi,lavadora,aire_acondicionado,secador,frigorifico
2,1,1,1,89,4.64,1,1,1,0,1,1,1,1,1,1
6,2,4,2,163,4.0,1,1,1,0,1,1,0,1,0,1
5,2,5,1,213,4.0,1,1,1,1,1,1,0,1,1,1
4,1,2,1,130,4.0,1,1,0,1,1,1,0,1,0,1
5,2,3,1,179,4.0,1,1,1,1,1,1,0,1,0,1
2,1,1,1,75,4.57,1,1,0,1,1,1,1,0,1,0
4,2,3,1,96,4.54,1,1,0,1,1,1,0,1,1,0
9,4,7,2,130,4.4,1,1,1,1,1,1,0,1,1,1
2,3,5,1,77,4.0,1,1,0,1,1,1,0,1,0,1
6,2,2,1,93,4.23,1,0,1,1,1,1,0,1,1,1
4,1,2,1,143,4.75,1,1,1,1,1,1,0,1,1,1
8,4,6,2,203,4.76,1,0,0,1,0,0,1,0,0,1
2,1,1,1,75,4.79,1,0,1,1,0,0,1,0,0,1
6,2,4,1,115,4.0,1,1,0,1,1,1,1,1,1,1
2,1,1,1,55,4.52,1,0,0,1,1,1,0,1,1,0
6,2,4,1,112,4.0,1,1,0,1,1,1,0,1,1,0
2,1,1,1,30,4.0,0,1,1,1,0,0,1,0,0,1
9,4,7,2,146,4.29,1,0,0,1,1,1,0,1,0,0
2,1,1,1,60,4.9,0,1,1,0,1,1,0,0,1,0
5,2,3,1,144,4.0,1,1,1,1,1,1,0,1,0,1
2,1,1,1,28,4.6,0,0,1,1,1,1,0,0,1,1
5,3,4,1,168,4.0,1,1,0,1,1,1,0,1,0,1
4,0,2,1,55,4.27,1,1,1,1,0,1,1,1,0,1
6,3,4,1,135,3.4,1,0,1,1,1,0,0,1,0,0
6,4,6,1,60,4.56,1,0,1,1,0,0,1,0,0,1
6,2,3,1,109,4.63,1,1,1,0,0,0,1,0,0,1
2,1,1,1,34,4.25,0,0,1,1,0,0,1,0,0,1
6,2,4,2,190,3.88,1,0,1,1,1,1,0,1,1,1
6,2,2,1,108,4.86,1,1,1,0,1,1,0,1,0,1
6,3,6,2,118,4.0,1,1,0,1,1,1,0,1,1,0
2,1,1,1,50,4.78,0,1,1,1,1,1,1,0,1,0
2,1,1,1,25,4.99,0,1,0,1,0,0,1,0,0,1
6,2,2,1,150,4.86,1,1,1,0,1,1,0,1,0,1
2,1,1,1,30,4.07,0,0,1,1,0,0,1,0,0,1
6,2,4,1,104,4.37,1,0,0,1,0,0,1,0,0,1
1,1,1,1,21,4.52,0,1,1,1,0,0,1,0,0,1
7,4,6,2,113,4.32,1,1,1,1,0,0,1,0,0,1
2,1,1,1,62,4.61,0,1,1,0,1,1,0,1,1,1
5,3,1,1,195,4.62,1,1,1,1,0,0,1,0,0,1
2,1,1,1,68,4.92,0,1,1,0,0,1,1,1,0,0
5,3,3,2,239,4.89,1,1,1,0,1,1,0,1,0,1
5,2,5,1,95,4.85,1,1,1,1,1,1,0,1,1,1
6,4,8,2,197,4.0,1,0,0,1,1,1,0,1,1,0
2,1,1,1,75,4.85,0,1,0,1,0,1,1,1,1,0
8,5,5,2,220,4.38,1,0,1,1,1,1,0,1,0,1
1,1,1,1,29,4.71,0,1,1,0,1,1,1,0,0,1
7,3,7,2,94,4.0,1,1,0,1,1,1,0,1,1,1
4,1,1,1,72,4.0,1,1,1,1,1,1,0,1,0,1
6,2,3,1,84,4.92,1,1,1,1,1,1,0,1,0,1
2,1,1,2,32,4.95,0,1,1,0,1,1,1,0,1,0
6,3,3,2,208,4.0,1,1,1,1,1,1,0,1,1,1
2,1,2,1,32,4.25,0,0,1,0,1,1,1,0,0,0
5,2,2,1,172,4.0,1,1,0,1,1,1,0,1,1,0
6,3,6,2,127,4.0,1,0,0,0,1,1,0,1,1,0
5,3,4,1,152,4.0,1,1,0,1,1,1,0,1,0,1
2,1,2,1,85,4.89,0,1,0,1,0,1,1,1,1,1
7,3,7,2,124,4.09,1,1,0,1,1,1,0,1,1,1
2,1,1,1,28,4.3,0,1,1,0,0,1,1,0,0,1
6,2,4,1,112,4.0,1,1,0,1,1,1,0,1,1,0
2,1,1,1,34,4.35,0,0,0,1,1,1,1,1,1,0
6,3,4,1,140,4.0,1,0,1,1,1,1,0,1,0,1
4,1,3,1,59,3.9,1,0,0,1,1,1,0,1,1,1
6,4,8,2,197,4.0,1,0,0,1,1,1,0,1,1,0
2,1,1,1,33,4.94,0,1,1,1,1,1,0,0,0,1
8,3,6,2,141,4.0,1,1,0,1,1,1,0,1,1,0
2,1,1,1,75,4.78,0,1,1,1,0,1,1,0,1,0
5,3,4,1,97,4.0,1,0,1,1,1,1,0,0,1,0
4,2,2,1,87,4.92,1,1,1,0,1,1,0,1,1,1
6,3,5,2,160,4.0,1,1,1,1,1,1,0,1,1,1
2,1,1,1,55,5.0,0,1,1,1,0,0,1,0,0,1
6,3,6,2,137,4.0,1,0,0,0,1,1,0,1,1,0
6,0,1,1,98,4.0,0,0,1,1,0,0,1,0,0,1
6,3,4,1,135,3.4,1,0,1,1,1,0,0,1,0,0
1,1,1,1,15,4.9,0,1,0,1,1,1,1,0,0,1
5,3,5,1,145,4.0,1,1,0,1,1,1,0,1,1,0
2,1,1,1,25,4.63,0,1,1,1,0,0,1,0,0,1
5,2,2,1,152,4.0,1,1,1,0,1,1,0,1,1,1
2,1,1,1,20,4.18,0,0,1,1,1,1,1,0,0,0
5,3,4,1,206,4.48,1,1,1,0,0,0,1,0,0,1
2,1,1,1,20,4.37,0,0,1,1,1,1,0,0,1,0
5,2,3,1,126,4.51,1,1,1,1,1,1,0,1,1,1
2,1,1,1,35,4.94,0,1,1,0,1,1,0,1,1,1
8,4,4,2,120,4.0,1,1,1,1,1,1,0,1,0,1
5,2,2,1,80,4.24,1,1,1,1,1,1,0,1,1,1
5,3,4,1,123,4.69,1,1,1,1,0,0,1,0,0,1
3,1,2,1,40,4.68,0,1,1,0,1,1,0,0,1,0
5,2,3,1,125,4.74,1,1,1,0,1,1,0,1,0,1
2,1,1,1,54,4.58,0,0,1,1,0,1,1,1,1,1
2,1,1,1,75,4.88,0,1,1,0,0,1,1,0,1,0
5,2,2,1,112,4.0,1,1,1,1,1,1,0,1,0,1
2,1,2,1,18,4.55,0,1,1,1,0,1,1,0,1,0
8,3,6,2,206,4.37,1,1,0,1,1,1,0,1,0,1
4,1,1,1,69,4.84,0,1,1,0,1,1,0,0,1,0
6,2,5,1,170,4.36,1,0,0,1,1,1,0,1,1,1
2,1,1,1,35,4.83,0,1,1,0,0,0,1,0,0,1
6,2,3,1,110,4.22,1,1,1,1,1,1,0,1,1,1
2,1,1,1,30,4.49,0,1,1,1,1,1,0,0,0,0
5,3,1,1,212,4.62,1,1,1,1,0,0,1,0,0,1
1,1,1,1,35,4.26,0,0,1,0,0,0,1,0,0,1
6,3,3,2,149,4.67,1,1,0,1,1,1,0,1,1,1
4,2,4,1,60,4.19,1,1,1,1,1,1,0,1,0,1
8,3,4,2,220,4.41,1,0,0,0,0,0,1,0,0,1
2,1,1,1,40,4.0,0,1,1,1,0,0,1,0,0,1
5,1,4,1,155,4.67,1,0,0,0,1,1,0,1,0,1
2,0,1,1,90,4.0,0,1,1,1,0,1,1,1,1,1
6,3,4,1,110,4.69,1,1,1,1,1,1,0,1,0,1
6,2,5,1,112,4.0,1,0,1,1,0,0,1,0,0,1
5,1,2,1,169,4.0,1,1,1,0,1,1,0,1,1,1
2,1,2,2,38,4.61,0,0,0,1,1,1,0,0,1,0
7,3,3,2,173,4.8,1,1,0,1,1,1,0,1,1,1
2,1,1,2,23,4.79,0,1,1,1,0,1,0,0,1,0
5,2,3,1,234,4.0,1,1,1,0,1,1,0,1,0,1
4,1,3,1,103,4.78,1,1,0,1,1,1,0,1,1,1
6,3,5,1,216,4.42,1,1,0,1,1,1,0,1,1,1
5,3,6,1,109,4.0,1,1,0,1,1,1,0,1,1,1
7,3,7,2,96,3.86,1,0,0,1,1,1,0,1,0,1
2,1,1,1,19,4.94,0,1,1,0,1,1,0,1,1,1
6,3,3,2,135,4.38,1,1,1,1,1,1,0,1,1,1
4,1,3,1,60,4.0,0,1,1,1,0,0,1,0,0,1
2,1,1,1,33,4.6,0,1,1,1,0,0,1,0,0,1
6,2,3,1,197,4.0,1,0,1,1,1,1,0,1,1,1
2,1,1,1,31,4.7,0,1,1,0,0,0,1,0,0,1
5,2,3,1,124,4.47,1,1,0,1,1,1,0,1,0,1
3,2,3,1,90,4.4,1,1,0,1,0,0,1,0,0,1
6,4,1,1,190,4.51,1,1,1,1,0,0,1,0,0,1
2,1,1,1,58,4.71,0,1,0,1,0,1,1,1,1,0
6,2,4,2,90,4.46,1,0,1,1,1,1,0,1,1,1
2,1,1,1,29,5.0,0,1,1,1,1,1,0,0,0,1
7,3,5,2,109,4.0,1,1,1,1,1,1,0,1,1,1
4,1,1,1,90,4.36,1,1,1,1,1,1,1,1,0,1
6,3,4,2,148,4.0,1,1,1,1,0,0,1,0,0,1
4,2,2,1,116,4.46,1,1,0,1,1,1,0,1,1,0
6,3,4,2,233,4.27,1,0,0,1,1,1,0,1,1,0
1,1,1,1,20,4.75,0,0,1,1,1,1,1,0,0,0
5,2,3,1,165,4.44,1,0,0,1,1,1,0,1,0,1
2,1,1,1,90,4.6,1,1,1,0,1,1,1,1,0,1
6,2,3,1,130,4.69,1,1,1,0,1,1,0,1,1,1
2,1,2,1,134,4.0,0,1,1,0,0,1,1,1,1,1
2,1,1,1,30,4.14,0,0,1,1,0,0,1,0,0,1
6,0,1,1,98,4.0,0,0,1,1,0,0,1,0,0,1
3,1,2,1,52,4.68,0,1,1,0,1,1,0,0,1,1
6,3,4,2,188,4.82,1,1,0,1,0,0,1,0,0,1
5,3,5,2,190,4.0,1,1,1,1,0,0,1,0,0,1
6,2,5,1,145,4.0,1,1,1,1,1,1,0,1,1,1
10,4,7,2,175,4.85,1,1,0,1,1,1,1,0,0,1
6,3,4,3,206,4.0,1,1,0,1,1,1,0,1,0,1
2,1,1,1,35,4.61,0,0,1,0,1,1,0,1,1,1
5,3,3,2,166,4.84,1,1,1,1,1,1,0,0,1,1
1,1,1,1,55,4.54,0,0,1,0,0,0,1,0,0,1
8,3,4,2,215,4.0,1,1,0,1,1,1,0,1,1,1
4,2,2,1,70,4.74,1,1,0,1,1,1,0,1,1,0
5,3,5,1,165,4.5,1,0,0,1,1,1,0,1,0,1
5,2,4,1,130,4.86,1,1,1,0,1,1,0,1,0,1
5,3,4,1,152,4.0,1,1,0,1,1,1,0,1,0,1
6,2,4,1,104,4.37,1,1,0,1,1,1,0,1,0,1
6,2,4,2,82,4.25,1,1,0,1,1,1,0,1,1,0
2,1,2,1,122,4.0,1,1,0,1,1,1,0,1,1,1
6,3,4,1,110,4.69,1,1,1,1,0,0,1,0,0,1
6,2,4,2,182,4.0,1,1,1,0,1,1,0,1,0,1
5,2,2,1,103,4.55,1,1,1,0,1,1,0,1,1,1
4,2,2,2,134,4.55,1,0,1,1,1,1,0,1,1,0
6,3,4,1,156,4.39,1,0,1,1,1,1,0,1,1,1
4,1,2,1,106,4.0,1,1,1,1,1,1,0,1,1,1
6,2,4,1,91,4.48,1,1,0,1,1,1,0,1,1,1
10,5,8,2,198,4.0,1,0,1,1,0,0,1,0,0,1
6,3,3,2,218,4.0,1,1,0,1,0,0,1,0,0,1
6,0,1,1,98,4.0,0,0,1,1,0,0,1,0,0,1
6,2,4,2,226,4.0,1,1,0,1,1,1,0,1,0,1
1,1,1,1,25,4.82,0,1,1,1,1,1,0,1,1,1
5,2,2,1,117,4.0,1,1,0,1,0,0,1,0,0,1
3,1,1,1,28,4.75,0,1,1,0,1,1,1,0,0,0
6,3,4,1,139,4.29,1,1,0,1,1,1,0,1,0,1
7,4,7,2,10,4.38,1,1,1,1,0,0,1,0,0,1
6,0,1,1,98,4.0,0,0,1,1,0,0,1,0,0,1
1,1,1,1,23,4.57,0,0,1,1,0,0,1,0,0,1
6,3,5,1,119,4.0,1,1,1,1,0,0,1,0,0,1
2,1,1,1,60,4.71,0,1,1,1,0,0,1,0,0,1
8,4,5,2,180,4.0,1,0,0,1,0,0,1,0,0,1
4,2,3,1,140,4.94,1,1,1,0,1,1,0,1,1,1
5,3,3,2,90,4.54,1,1,1,1,1,1,0,1,0,1
4,2,2,1,84,4.5,1,1,1,1,1,1,0,1,1,1
2,1,2,1,25,4.49,0,0,1,1,1,1,0,0,1,0
5,3,3,2,145,4.0,1,1,0,1,1,1,0,0,1,0
2,1,1,1,50,4.81,0,1,1,0,0,1,1,1,1,1
5,2,2,1,125,4.59,1,0,1,1,1,1,0,1,1,0
1,1,1,1,16,4.88,0,1,1,1,1,1,0,0,1,0
1,1,1,1,20,4.63,0,1,1,1,0,1,1,0,1,0
5,2,3,1,146,4.25,1,1,1,1,1,1,0,1,1,1
1,1,1,1,25,4.7,0,1,0,1,1,1,1,0,1,0
6,3,6,1,202,4.0,1,1,1,1,0,0,1,0,0,1
3,1,2,1,80,4.58,1,0,0,1,1,1,1,1,1,0
7,4,5,2,228,4.0,1,1,0,1,1,1,0,1,1,1
2,1,1,2,25,4.0,0,1,1,1,0,0,1,0,0,1
5,3,3,1,75,4.07,1,0,1,1,1,1,1,1,1,1
3,1,2,1,80,4.46,1,0,1,1,1,1,0,1,1,1
6,3,4,1,200,4.65,1,1,0,1,1,1,0,1,0,1
2,1,1,1,45,4.93,0,1,1,0,1,1,1,0,1,0
6,2,4,1,115,4.0,1,1,0,1,1,1,1,1,1,0
5,2,4,1,70,4.74,1,1,1,0,1,1,0,1,1,1
7,3,6,2,207,4.0,1,1,1,0,1,1,0,0,1,1
6,4,5,1,213,4.66,1,1,1,1,1,1,0,1,0,1
2,1,1,1,85,4.47,0,1,1,0,1,1,1,0,1,1
4,0,3,1,90,4.63,1,1,1,1,1,1,1,1,1,0
6,2,4,1,120,4.66,1,1,0,1,1,1,0,1,0,1
4,2,3,1,85,4.0,1,1,1,1,1,1,0,1,1,0
6,3,6,2,229,4.0,1,1,0,1,1,1,0,1,1,0
2,1,1,1,45,4.0,0,1,1,1,0,0,1,0,0,1
5,3,5,1,109,4.25,1,1,1,0,1,1,0,1,1,0
2,1,1,1,49,4.76,0,1,1,0,1,1,1,1,1,0
4,2,4,1,84,3.99,1,0,1,1,1,1,0,1,0,1
7,3,5,2,195,4.87,1,1,1,0,0,0,1,0,0,1
3,1,2,1,113,4.58,1,0,0,1,1,1,1,1,1,0
6,2,5,1,145,4.0,1,1,1,1,1,1,0,1,1,1
4,2,2,1,116,4.0,1,1,1,1,1,1,1,0,0,1
1,1,1,1,40,4.0,0,1,1,1,0,1,1,1,0,1
6,3,4,1,171,4.54,1,1,1,1,1,1,0,1,1,1
1,1,1,1,30,5.0,0,1,1,1,0,0,1,0,0,1
6,2,2,1,190,4.79,1,1,0,1,1,1,0,1,0,1
4,0,2,1,106,4.36,1,0,1,0,1,1,0,1,1,1
6,3,4,2,237,5.0,1,1,1,1,1,1,0,1,1,1
1,1,1,1,26,4.0,0,1,1,1,1,1,0,1,1,0
7,3,7,2,93,4.0,1,1,0,1,1,1,0,1,1,1
2,1,2,1,20,4.55,0,1,1,1,0,1,1,0,1,0
6,3,6,1,171,4.0,1,0,1,0,1,1,1,1,1,1
7,4,7,2,10,4.38,1,1,1,1,0,0,1,0,0,1
7,3,7,2,91,4.0,1,1,0,1,1,1,0,1,1,1
2,1,2,2,48,4.0,0,1,1,1,0,0,1,0,0,1
7,3,6,2,162,4.0,1,1,1,1,1,1,0,1,1,1
2,1,1,1,35,4.83,0,1,1,0,1,1,0,1,1,1
6,3,6,1,160,4.64,1,1,1,1,1,1,0,1,0,1
6,3,6,2,139,4.0,1,1,0,1,1,1,0,1,1,0
8,4,6,2,140,5.0,1,1,1,0,1,1,0,1,0,1
2,1,1,1,75,4.35,1,0,0,1,1,1,0,1,1,1
6,3,3,1,140,4.73,1,1,1,0,0,0,1,0,0,1
1,1,1,1,20,4.42,0,0,1,0,0,1,1,0,1,1
8,3,6,2,169,3.67,1,0,0,1,1,1,0,1,0,1
4,0,2,1,94,4.92,1,1,1,0,1,1,1,1,0,1
8,3,4,2,215,4.0,1,0,0,1,0,0,1,0,0,1
2,1,1,1,35,4.3,0,1,1,1,0,1,1,0,1,1
6,3,3,2,218,4.0,1,1,0,1,1,1,0,1,1,1
2,1,1,1,40,4.0,0,1,0,1,0,0,1,0,0,1
3,1,2,1,58,4.76,1,0,0,0,0,0,1,0,0,1
6,3,4,2,174,4.0,1,1,1,1,0,0,1,0,0,1
2,1,1,1,80,4.93,1,1,1,0,1,1,0,1,1,1
5,2,2,1,92,4.0,1,1,0,1,1,1,0,1,1,1
4,2,3,1,80,4.0,1,0,1,1,1,1,0,1,1,1
7,2,5,3,200,4.64,1,1,1,1,1,1,0,1,1,1
2,0,2,1,134,4.0,1,1,1,0,1,1,0,1,1,1
5,2,3,2,133,4.11,1,1,0,1,1,1,0,0,1,0
1,1,1,1,30,4.0,0,1,1,0,0,0,1,0,0,1
6,3,5,2,160,4.73,1,1,1,1,1,1,0,1,1,1
4,2,3,1,100,4.29,1,1,1,0,1,1,0,1,0,1
3,1,2,1,110,4.0,0,0,1,1,1,1,0,1,1,1
6,3,4,1,220,3.91,1,0,1,1,1,1,0,1,0,1
2,1,2,1,38,4.98,0,1,1,1,1,1,0,0,1,0
5,3,4,1,173,4.15,1,1,0,1,1,1,0,1,0,1
2,1,1,1,54,4.78,0,1,1,1,1,1,1,0,1,0
6,3,1,1,125,4.56,1,1,1,1,0,0,1,0,0,1
6,2,3,1,80,4.21,1,1,1,1,1,1,0,1,1,1
6,2,4,1,103,4.37,1,1,1,1,0,0,1,0,0,1
4,2,4,1,95,4.53,1,1,0,1,1,1,0,1,1,1
6,3,5,2,158,4.55,1,0,0,1,1,1,0,1,1,1
1,1,1,1,20,4.55,0,1,1,1,0,1,1,0,1,0
5,1,3,2,98,5.0,0,1,1,0,0,0,1,0,0,1
1,1,1,1,25,4.61,0,1,1,0,1,1,0,0,0,1
6,3,6,2,145,4.0,1,0,0,0,1,1,0,1,1,0
2,1,1,1,60,4.13,1,0,1,1,1,1,0,0,1,0
6,3,6,2,134,4.2,1,1,0,1,1,1,0,1,1,0
1,0,2,1,75,4.81,1,1,1,1,1,1,0,1,1,1
6,3,3,2,247,4.67,1,1,1,1,1,1,0,1,1,1
2,1,1,1,42,4.42,0,0,1,1,1,1,0,0,1,0
10,4,7,2,195,4.85,1,1,0,1,1,1,1,0,0,1
1,1,1,1,30,4.77,0,1,1,0,0,1,1,0,1,1
6,3,5,1,126,4.0,1,1,1,1,0,0,1,0,0,1
2,1,1,1,35,4.92,0,1,1,0,1,1,1,1,0,1
6,3,6,3,229,4.83,1,1,0,1,1,1,0,1,1,1
2,1,1,1,71,4.0,0,0,1,0,0,0,1,0,0,1
5,3,5,1,143,4.0,1,1,0,1,1,1,0,1,1,1
4,2,3,2,98,4.82,1,1,1,0,1,1,0,1,0,1
3,2,2,1,35,4.71,1,1,1,1,1,1,0,1,1,1
6,2,3,1,75,4.7,1,1,0,1,1,1,0,1,0,1
4,1,1,1,64,4.65,1,0,0,1,1,1,0,1,1,1
6,3,5,2,120,4.96,1,1,1,0,1,1,0,1,0,1
4,2,3,1,40,4.71,1,1,1,1,1,1,0,1,1,1
6,2,2,1,79,4.86,1,1,1,0,1,1,0,1,0,1
2,1,1,1,20,4.86,0,1,1,0,0,0,1,0,0,1
5,2,3,1,95,4.57,1,1,1,1,1,1,0,1,0,1
4,1,1,1,40,4.31,1,0,0,0,1,1,0,1,0,1
6,2,5,1,90,4.0,1,1,1,1,1,1,0,1,1,1
2,1,1,1,20,4.73,0,1,1,1,0,1,0,0,1,0
6,3,4,1,100,4.47,1,0,1,1,1,1,0,1,0,1
1,1,1,1,15,4.64,0,1,1,0,1,1,0,0,1,1
6,3,3,2,183,4.0,1,1,1,0,1,1,0,1,0,1
4,1,2,1,43,4.66,1,1,0,1,1,1,0,1,0,1
5,3,6,1,131,4.0,1,1,1,0,1,1,0,1,1,0
1,1,1,1,15,4.56,0,1,1,1,0,1,1,0,1,1
5,2,5,2,80,4.56,1,1,1,1,1,1,0,1,1,1
1,1,2,1,18,4.83,0,1,1,0,1,1,0,1,1,0
5,0,3,1,55,4.68,1,1,0,1,1,1,0,1,1,1
3,1,1,1,68,4.64,1,1,0,1,1,1,0,1,1,1
6,2,3,1,80,4.89,1,1,1,0,1,1,0,1,0,1
1,1,1,1,18,4.9,0,1,1,1,1,1,1,1,1,1
5,3,4,1,100,4.9,1,1,1,0,1,1,0,1,1,1
4,2,2,1,67,5.0,1,1,1,0,0,0,1,0,0,1
5,3,5,2,110,4.93,1,1,1,1,1,1,0,1,0,1
5,3,4,1,62,4.0,1,1,1,1,1,1,0,1,0,1
6,2,3,2,80,4.1,1,1,1,0,0,0,1,0,0,1
2,1,1,1,83,4.95,1,1,1,0,1,1,0,1,1,1
7,3,4,2,150,4.0,1,1,0,1,1,1,0,1,1,1
2,1,1,1,38,4.0,1,0,0,1,1,1,1,1,1,0
6,2,4,1,100,4.92,1,1,0,1,1,1,0,1,1,0
4,1,2,1,112,4.0,1,0,1,0,0,0,1,0,0,1
6,3,4,1,106,4.0,1,0,0,1,1,1,0,1,1,0
4,2,1,1,80,4.86,1,1,1,0,0,0,1,0,0,1
6,2,4,1,84,4.78,1,1,1,0,1,1,0,1,1,1
5,2,3,1,90,4.49,1,0,0,1,1,1,0,1,1,1
6,2,3,2,80,4.86,1,1,1,0,1,1,0,1,0,1
3,2,2,1,55,4.82,1,0,1,0,1,1,0,0,0,1
8,3,4,2,126,4.82,1,1,0,1,1,1,0,1,0,1
4,2,3,1,40,4.71,1,1,1,1,0,0,1,0,0,1
6,2,4,1,92,4.78,1,1,1,0,1,1,0,1,1,1
1,1,2,1,18,4.83,0,1,1,0,1,1,0,1,1,0
6,3,5,2,120,4.93,1,1,1,0,1,1,0,1,0,1
3,1,1,1,59,4.83,1,1,1,0,1,1,0,1,1,0
6,2,4,1,95,4.94,1,1,1,0,1,1,0,1,1,1
1,1,1,1,16,4.36,0,1,1,1,0,0,1,0,0,1
6,2,3,2,116,4.0,1,1,1,1,1,1,0,1,1,0
4,1,2,1,60,4.74,1,1,1,0,1,1,1,1,1,1
5,2,3,1,72,4.73,1,1,1,1,1,0,0,1,1,0
1,1,1,2,25,4.84,0,1,1,0,1,1,0,0,1,0
7,3,7,2,114,4.63,1,1,0,1,1,1,0,1,0,1
2,1,1,1,68,4.51,1,1,0,1,0,0,1,0,0,1
8,3,6,1,135,4.69,1,1,0,1,1,1,0,1,0,1
3,1,2,1,50,4.58,1,1,1,1,1,1,0,0,0,1
8,3,4,2,152,4.0,1,1,0,1,1,1,0,1,0,1
2,1,1,1,100,4.87,1,1,1,0,1,1,0,1,1,0
8,3,4,2,126,4.82,1,1,0,1,1,1,0,1,0,1
3,1,2,1,68,4.98,1,1,1,0,1,1,0,1,0,1
5,2,4,1,110,4.94,1,1,0,1,1,1,0,1,1,1
3,0,1,1,45,4.66,1,1,1,1,0,0,1,0,0,1
6,3,4,1,75,4.77,1,0,1,1,1,1,0,1,1,1
2,1,1,1,49,4.53,0,0,1,0,0,1,1,0,1,1
6,2,3,1,130,4.98,0,1,1,1,0,0,1,1,0,1
2,1,1,1,39,4.57,1,1,1,1,1,1,0,1,0,1
5,1,3,1,72,4.87,1,1,0,0,1,1,0,1,0,1
2,0,1,1,68,4.58,1,1,0,1,1,1,0,1,1,1
8,3,4,2,140,4.89,1,1,1,0,1,1,0,1,0,1
4,1,2,1,60,4.33,1,1,1,0,1,1,0,1,0,1
6,2,3,2,140,4.9,1,1,1,0,0,0,1,0,0,1
3,1,2,1,44,4.75,1,0,0,1,1,1,1,0,1,0
6,2,3,2,92,4.52,1,1,0,1,1,1,0,1,1,1
6,2,4,1,70,4.89,1,1,1,0,1,1,0,1,0,1
6,2,3,1,101,4.0,1,1,0,1,1,1,0,1,0,1
3,0,2,1,52,4.54,1,1,0,1,1,1,0,1,1,1
6,2,5,1,83,4.85,1,1,1,0,1,1,0,1,1,0
2,0,1,1,65,4.77,1,1,1,1,1,1,1,1,0,1
6,3,4,2,165,4.97,1,1,1,0,1,1,0,1,0,1
4,2,3,1,65,4.75,1,1,1,1,1,1,0,1,0,1
5,2,3,1,92,4.0,1,1,0,1,1,1,0,1,0,1
3,0,2,1,75,4.97,1,1,1,0,1,1,0,1,1,0
6,2,2,2,124,4.38,1,1,0,1,1,1,0,1,1,1
5,3,3,1,40,4.52,1,0,1,1,1,1,0,1,0,1
6,2,5,2,141,4.0,1,1,1,0,1,1,0,1,0,1
1,1,1,1,11,4.73,0,1,1,1,0,0,1,0,0,1
6,2,4,2,124,4.83,1,1,1,1,1,1,0,1,0,1
4,2,3,1,59,4.85,1,1,1,1,1,1,0,1,0,1
6,3,4,2,130,4.89,1,1,1,1,1,1,0,1,0,1
4,3,1,1,10,4.0,1,1,1,1,0,0,1,0,0,1
5,3,3,1,125,4.91,1,1,1,0,1,1,0,1,1,1
3,1,1,1,82,4.0,1,1,1,0,1,1,0,1,1,0
5,3,4,1,160,4.7,1,1,0,1,0,0,1,0,0,1
2,1,2,1,57,4.65,0,1,1,0,1,1,0,1,1,1
5,2,3,1,87,4.4,1,1,0,1,1,1,0,1,1,1
2,1,1,1,75,4.82,1,1,1,0,0,0,1,0,0,1
5,2,3,1,94,4.0,1,1,0,1,0,0,1,0,0,1
4,2,3,1,80,4.77,1,1,1,0,1,1,0,0,0,1
7,4,4,2,145,4.64,1,0,1,1,1,1,0,1,0,1
2,0,1,1,68,4.5,1,0,0,1,0,0,1,0,0,1
6,2,4,2,135,4.76,1,1,1,0,1,1,0,1,1,1
6,2,3,1,65,4.91,1,1,1,0,1,1,0,1,0,1
6,2,3,1,92,4.38,1,1,1,1,1,1,0,1,1,1
3,2,4,1,95,4.2,1,0,0,1,1,1,1,1,1,1
6,3,4,3,160,4.8,1,1,0,1,1,1,0,1,0,1
4,1,4,1,66,4.0,1,1,1,0,1,1,0,1,1,1
6,2,2,1,100,4.5,1,0,0,0,1,1,0,1,0,1
2,1,2,1,75,4.93,0,1,1,1,0,0,1,0,0,1
5,2,4,1,115,4.0,1,1,1,1,1,1,0,1,1,1
1,1,1,1,21,4.94,0,1,1,1,1,1,1,0,0,1
8,2,4,3,189,4.0,1,1,1,1,1,1,0,1,0,1
6,2,2,1,55,4.33,1,0,1,1,0,0,1,0,0,1
