huespedes,dormitorios,camas,ba√±os,precio_eur,valoracion,alojamiento_entero,limpieza,llegada_autonoma,ubicacion_fantastica,cocina,wifi,lavadora,aire_acondicionado,secador,frigorifico
6,2,3,1,68,4.7,1,1,0,0,1,1,0,1,0,1
2,0,1,1,100,4.0,1,0,0,1,1,1,1,1,1,1
6,2,5,2,172,4.0,1,1,1,1,1,1,0,1,1,1
2,1,1,1,26,4.83,0,1,1,1,1,1,1,0,1,0
6,4,5,2,181,5.0,1,1,0,1,1,1,0,1,1,1
4,2,3,1,63,4.0,1,1,1,1,1,1,0,0,1,1
6,2,4,1,172,4.0,1,1,1,1,1,1,0,1,0,1
1,1,1,1,30,4.89,0,1,1,0,1,1,0,0,1,0
5,2,3,1,65,4.72,1,1,1,1,1,1,0,1,0,1
2,1,1,1,49,4.41,0,0,1,1,0,1,1,1,1,1
7,2,4,2,81,4.39,1,0,1,1,1,1,0,1,1,1
1,1,1,1,24,4.75,0,1,1,1,0,0,1,0,0,1
5,2,2,1,91,4.0,1,1,1,1,1,1,0,1,1,0
2,1,1,1,57,4.94,1,1,1,1,1,1,0,1,1,0
6,2,4,1,101,4.07,1,1,1,1,0,0,1,0,0,1
1,1,1,1,33,4.96,0,1,1,0,1,1,0,1,1,1
6,2,4,2,121,4.0,1,1,0,1,1,1,0,1,0,1
1,1,1,1,20,4.86,0,1,1,1,1,1,1,0,1,0
6,2,4,2,120,4.0,1,0,0,1,1,1,0,1,1,0
1,1,1,2,29,4.84,0,1,1,0,1,1,0,0,1,0
6,2,3,1,107,4.86,1,1,0,1,1,1,0,1,0,1
1,1,1,1,20,4.53,0,1,1,1,0,1,0,0,1,0
6,3,4,1,100,4.72,1,0,1,0,0,0,1,0,0,1
4,1,2,2,28,4.46,0,0,1,1,1,1,1,0,1,1
6,3,5,2,120,4.5,1,0,1,0,1,1,0,1,0,1
2,1,1,1,26,4.83,0,1,1,1,1,1,1,0,1,0
5,2,5,1,80,4.31,1,0,1,1,1,1,0,1,1,0
2,1,1,2,24,4.4,0,0,1,0,1,1,0,1,1,1
6,2,5,2,147,4.95,1,1,1,0,1,1,0,1,0,1
3,1,1,1,70,4.87,1,1,1,1,1,1,0,0,1,1
5,2,3,1,118,4.71,1,1,0,0,1,1,0,1,1,0
2,1,2,1,57,4.63,0,0,1,1,1,1,0,1,1,1
6,3,3,1,90,4.73,1,1,1,0,1,1,0,1,0,1
2,1,1,1,18,5.0,0,1,1,1,0,0,1,0,0,1
5,2,3,1,125,4.64,1,1,1,1,1,1,0,1,1,1
5,3,4,2,92,4.64,1,0,1,1,1,1,0,1,1,0
6,3,5,1,160,5.0,1,1,1,0,1,1,0,1,0,1
3,0,2,1,52,4.54,1,1,0,1,1,1,0,1,1,1
6,2,4,1,93,4.8,1,1,1,1,1,1,0,1,0,1
2,1,1,1,65,4.82,1,1,1,0,0,0,1,0,0,1
5,2,2,1,90,4.92,1,1,1,1,1,1,0,1,0,1
1,1,1,1,21,5.0,0,1,1,0,0,0,1,0,0,1
8,3,6,1,98,4.76,1,1,1,1,1,1,0,1,0,1
3,0,2,2,27,4.56,0,0,1,0,0,0,1,0,0,1
6,2,5,2,111,4.41,1,1,1,0,1,1,0,1,1,1
4,1,2,2,82,4.0,1,1,1,0,1,1,0,1,0,1
6,2,3,1,112,4.94,1,1,0,1,1,1,0,1,0,1
2,1,1,1,65,4.86,1,1,1,1,1,1,0,1,1,1
5,2,3,1,85,4.72,1,1,1,0,1,1,0,1,1,1
2,1,1,1,22,4.45,0,0,1,1,0,0,1,0,0,1
5,2,1,1,120,4.91,1,1,1,0,1,1,0,1,1,1
4,2,3,1,60,4.84,1,1,1,0,1,1,0,1,1,1
5,2,3,1,114,4.4,1,1,0,1,1,1,0,1,0,1
4,1,2,1,60,4.73,1,1,1,0,1,1,0,1,0,1
6,2,4,2,123,4.83,1,1,1,1,1,1,0,1,0,1
2,1,1,1,40,4.45,1,1,1,1,0,0,1,0,0,1
5,2,3,2,85,4.71,1,0,1,1,1,1,0,1,0,1
1,1,1,2,29,4.84,0,1,1,0,1,1,0,0,1,0
6,2,4,2,131,4.0,1,1,0,1,1,1,0,1,0,1
2,1,2,1,57,4.63,0,0,1,1,1,1,0,1,1,1
6,2,4,1,100,4.74,0,1,1,1,0,0,1,0,0,1
2,1,2,1,12,4.8,0,1,1,1,1,1,0,0,0,1
6,3,4,2,219,4.0,1,1,0,1,1,1,0,1,1,1
3,1,2,1,47,4.8,1,1,1,0,0,0,1,0,0,1
6,2,3,1,96,4.33,1,1,0,1,1,1,0,1,0,1
2,1,2,1,19,4.84,0,1,1,1,0,1,1,0,1,0
5,2,3,1,75,4.62,1,0,1,1,1,1,0,1,1,1
4,2,2,1,70,4.55,1,0,1,0,1,1,0,1,0,1
5,3,3,1,77,4.5,1,0,0,0,1,1,0,1,0,1
2,0,1,1,50,4.89,1,1,1,0,0,0,1,0,0,1
5,2,4,2,105,4.58,1,1,1,1,1,1,0,1,1,1
2,1,1,1,65,4.86,1,1,1,1,1,1,0,1,1,1
5,3,4,1,100,4.68,1,1,1,0,1,1,0,0,1,1
5,2,3,1,66,4.0,1,1,1,1,0,0,1,0,0,1
7,3,7,2,170,4.94,1,1,1,0,1,1,0,1,1,0
2,1,1,1,180,4.88,1,1,0,1,1,1,0,1,1,1
5,2,4,1,136,4.0,1,1,1,0,1,1,0,1,0,0
4,2,3,2,88,4.52,1,1,0,1,1,1,0,1,1,1
5,2,3,1,94,4.0,1,1,0,1,0,0,1,0,0,1
2,1,1,1,125,4.87,1,1,1,0,1,1,0,1,1,0
6,2,4,2,139,5.0,1,1,0,1,0,0,1,0,0,1
2,1,1,1,40,4.33,1,0,1,1,1,1,0,1,1,1
5,3,3,1,119,4.6,1,1,1,1,1,1,0,1,1,1
3,1,1,1,72,4.65,1,1,0,1,1,1,0,1,1,1
6,2,5,2,161,4.0,1,1,1,1,1,1,0,1,0,1
4,0,1,1,72,4.39,1,1,1,1,1,1,0,1,0,1
6,1,5,1,130,5.0,1,1,1,0,1,1,0,1,1,1
2,1,1,1,20,4.73,0,1,1,1,0,1,0,0,1,0
6,2,4,2,135,4.89,1,1,0,1,1,1,0,1,0,1
2,1,1,1,39,4.57,1,1,1,1,1,1,0,1,0,1
6,3,5,2,160,4.84,1,1,1,0,1,1,0,1,0,1
3,2,2,1,55,4.82,1,0,1,0,1,1,0,0,0,1
6,3,4,1,165,4.69,1,1,1,1,1,1,0,1,1,1
1,1,1,1,18,4.52,0,1,1,1,1,1,1,0,1,1
7,2,4,2,85,4.39,1,0,1,1,1,1,0,1,1,1
1,1,1,1,11,4.0,0,1,1,1,1,1,0,0,1,0
6,3,5,2,230,4.78,1,1,0,1,1,1,0,1,1,1
2,1,1,1,35,4.73,0,1,1,0,1,1,0,0,0,1
6,2,4,2,165,4.0,1,1,0,1,1,1,0,1,1,1
2,1,2,1,57,4.65,0,0,1,1,1,1,0,1,1,1
6,2,4,2,140,4.0,1,1,1,1,1,1,0,1,0,1
2,2,2,2,50,4.43,1,0,1,1,1,1,0,1,1,1
5,2,3,2,85,4.71,1,0,1,1,1,1,0,1,0,1
3,1,2,1,44,4.75,1,0,0,1,1,1,1,0,1,0
5,3,4,1,123,4.7,1,1,0,1,0,0,1,0,0,1
2,1,1,1,30,4.38,1,0,1,1,1,1,0,1,0,1
6,2,3,1,135,4.97,1,1,1,1,1,1,0,1,0,1
2,1,1,1,30,4.83,0,1,1,1,1,1,0,1,0,1
5,2,6,2,110,4.0,1,1,0,1,1,1,0,1,1,1
1,1,1,2,20,4.34,0,0,1,0,1,1,0,1,1,1
6,2,4,1,100,4.74,0,1,1,1,0,0,1,0,0,1
6,3,5,2,81,4.93,1,1,1,0,1,1,0,1,0,1
5,2,5,1,84,4.38,1,1,0,0,1,1,0,1,0,1
4,0,2,1,66,4.43,1,1,1,0,0,0,1,0,0,1
6,2,4,1,124,4.84,1,1,0,1,1,1,0,1,0,1
1,1,1,1,20,4.83,0,1,1,1,1,1,0,0,1,1
8,3,7,2,140,4.78,1,0,0,1,1,1,0,1,1,0
2,1,1,1,20,4.82,0,1,1,1,1,1,0,0,1,1
5,3,3,1,119,4.6,1,1,1,1,1,1,0,1,1,1
4,2,2,1,73,4.98,1,1,1,0,0,0,1,0,0,1
6,2,3,1,130,5.0,1,1,1,1,1,1,0,1,1,1
2,1,1,2,33,4.0,0,1,1,0,1,1,1,0,0,1
5,3,3,1,125,4.91,1,1,1,0,1,1,0,1,1,1
2,1,2,2,32,4.61,0,0,1,0,0,0,1,0,0,1
6,2,4,2,135,4.83,1,1,1,1,1,1,0,1,0,1
2,0,1,1,65,4.21,1,1,0,1,1,1,1,1,0,1
5,2,4,1,88,4.62,1,1,0,1,1,1,0,1,0,1
1,1,1,2,19,4.61,0,1,1,1,0,0,1,0,0,1
5,1,3,2,110,4.0,1,1,1,0,1,1,0,1,1,1
1,1,1,1,26,4.86,0,1,1,1,0,0,1,0,0,1
8,2,4,1,237,4.81,1,1,0,1,1,1,0,1,0,1
2,1,1,1,59,4.53,0,0,1,0,0,1,1,0,1,1
6,2,3,1,140,4.82,1,1,1,0,1,1,0,1,0,0
2,1,1,1,42,4.78,0,1,0,1,1,1,0,1,1,1
6,3,5,2,100,4.0,1,1,1,1,1,1,0,1,1,0
4,1,2,2,70,4.91,1,1,1,0,1,1,0,1,0,1
5,3,4,1,82,4.63,1,1,1,0,1,1,0,1,1,1
3,1,1,1,65,4.82,1,1,0,1,1,1,0,1,1,1
8,3,6,2,135,4.39,1,1,1,1,0,0,1,0,0,1
2,1,2,1,57,4.65,0,0,1,1,1,1,0,1,1,1
6,2,3,1,80,4.89,1,1,1,0,1,1,0,1,0,1
2,1,1,1,22,4.45,0,0,1,1,0,0,1,0,0,1
6,2,2,2,134,4.0,1,1,1,1,1,0,0,1,1,0
4,1,2,1,123,4.98,1,1,0,1,1,1,0,1,0,1
6,2,3,2,145,4.72,1,1,1,1,1,1,0,1,1,1
2,0,1,1,65,4.21,1,1,0,1,1,1,1,1,0,1
6,2,4,2,185,4.0,1,1,0,1,1,1,0,1,1,1
4,1,2,1,65,4.92,1,1,0,1,1,1,0,1,0,1
5,2,3,1,135,4.9,1,1,0,1,1,1,0,0,1,1
1,1,1,1,13,4.42,0,0,1,1,1,1,0,0,0,1
6,2,3,2,135,4.86,1,1,1,0,1,1,0,1,0,1
4,1,2,1,65,4.37,1,0,0,0,1,1,1,1,0,1
5,2,3,1,105,4.64,1,1,1,1,1,1,0,1,1,1
2,1,1,1,70,3.93,1,0,1,1,1,1,0,1,0,1
5,3,3,1,80,4.29,1,1,1,1,1,1,0,1,1,1
2,0,1,1,75,4.34,1,1,0,1,1,1,1,1,1,0
6,2,5,1,120,4.24,1,1,1,1,1,1,0,1,1,1
2,1,1,1,18,4.62,0,1,1,1,1,1,1,1,1,1
5,2,4,2,95,4.0,1,1,1,1,1,1,0,1,1,1
1,1,1,1,24,4.72,0,1,1,1,0,1,1,0,0,1
6,2,3,2,155,4.87,1,1,1,1,1,1,0,1,0,1
4,1,2,1,85,4.75,1,1,0,1,1,1,0,1,1,0
6,2,3,2,150,4.0,1,1,1,1,1,1,0,1,1,1
2,1,1,1,40,4.0,0,1,1,1,1,1,1,1,0,1
7,3,4,2,150,4.0,1,1,0,1,1,1,0,1,1,1
4,1,2,1,60,4.33,1,1,1,0,1,1,0,1,0,1
8,3,6,2,180,4.63,1,0,0,0,1,1,0,1,1,1
4,2,3,1,65,4.75,1,1,1,1,1,1,0,1,0,1
5,2,3,1,75,4.73,1,1,1,1,1,0,0,1,1,0
4,0,1,1,72,4.39,1,1,1,1,1,1,0,1,0,1
5,3,4,2,120,4.89,1,1,1,0,1,1,0,1,1,1
1,1,1,1,30,4.83,0,1,1,0,1,1,0,0,1,1
7,2,5,1,100,4.7,1,1,1,1,1,1,0,1,0,1
5,2,3,2,80,4.68,1,0,0,1,0,0,1,0,0,1
6,4,4,2,100,4.82,1,1,1,0,1,1,0,1,0,1
1,1,1,2,29,4.81,0,1,1,0,1,1,0,0,1,0
5,2,4,1,88,4.62,1,1,0,1,1,1,0,1,0,1
4,2,3,1,60,4.84,1,1,1,0,1,1,0,1,1,1
6,2,2,2,124,4.38,1,1,0,1,1,1,0,1,1,1
4,1,3,1,66,4.41,1,0,0,1,0,0,1,0,0,1
6,2,3,1,115,4.0,1,1,1,1,1,1,0,1,1,0
1,1,1,1,21,4.94,0,1,1,1,1,1,1,0,0,1
5,2,4,1,105,4.71,1,1,0,1,1,1,0,1,1,1
2,1,2,1,63,4.0,0,0,1,1,1,1,0,1,1,1
6,2,3,1,144,4.67,1,1,0,1,1,1,0,1,1,1
2,1,1,2,23,4.37,0,0,1,1,1,1,0,1,1,1
6,2,4,1,93,4.73,1,1,1,1,1,1,0,1,0,1
3,0,2,1,68,4.54,1,1,0,1,1,1,0,1,1,1
6,3,5,1,101,4.85,1,1,1,1,1,1,0,1,1,1
4,2,3,2,88,4.52,1,1,0,1,1,1,0,1,1,1
5,3,4,2,149,4.0,1,0,0,1,1,1,0,1,1,1
2,1,1,1,35,4.74,0,1,0,1,1,1,0,1,1,1
5,2,5,1,89,4.82,1,1,0,1,1,1,0,1,0,1
1,1,1,1,16,4.62,0,1,1,1,0,1,0,0,1,0
5,2,3,1,100,4.92,1,1,1,1,1,1,0,1,0,1
2,1,1,1,65,4.82,1,1,1,0,0,0,1,0,0,1
5,2,4,2,129,4.72,1,1,1,1,1,1,0,1,1,1
4,2,2,1,70,4.55,1,0,1,0,0,0,1,0,0,1
6,2,4,2,140,4.76,1,1,0,1,1,1,0,1,0,1
4,1,2,2,70,4.91,1,1,1,0,1,1,0,1,0,1
2,1,1,1,12,5.0,0,1,1,1,1,1,0,1,0,1
6,3,5,2,197,4.53,1,1,0,1,1,1,0,1,0,1
4,1,2,1,70,4.42,1,1,0,1,1,1,0,0,1,1
7,4,5,2,100,4.85,1,1,1,1,1,1,0,1,1,1
2,1,1,1,76,3.93,1,0,1,1,1,1,0,1,0,1
6,2,4,2,135,4.76,1,1,1,0,1,1,0,1,1,1
2,1,1,1,20,4.78,0,1,1,1,1,1,1,0,1,1
5,2,2,2,163,4.85,1,1,1,0,1,1,0,1,0,1
6,2,4,1,75,4.67,1,0,0,0,1,1,0,1,0,1
6,2,4,1,73,5.0,1,1,1,0,1,1,0,1,1,0
2,1,1,1,36,5.0,0,1,1,0,0,1,0,0,0,1
4,2,3,1,85,4.49,1,1,1,0,1,1,0,0,0,1
5,3,4,1,175,4.53,1,1,0,1,1,1,0,1,1,1
3,1,2,1,99,4.38,1,0,0,1,1,1,1,1,1,1
5,2,6,2,120,4.0,1,1,0,1,1,1,0,1,1,1
5,3,4,2,153,4.0,1,1,1,0,1,1,0,1,1,1
6,2,4,2,145,4.76,1,1,0,1,1,1,0,1,0,1
6,2,4,2,92,4.0,1,0,0,1,1,1,0,1,1,0
6,2,5,1,170,4.67,1,1,1,0,1,1,0,1,1,0
2,1,1,1,35,5.0,0,1,1,1,0,0,1,0,0,1
6,2,4,2,140,4.0,1,1,1,1,1,1,0,1,0,1
2,3,6,2,27,4.47,0,0,1,1,1,1,0,0,1,1
6,2,4,1,159,4.0,1,1,1,0,1,1,0,1,0,1
2,1,1,1,50,4.59,1,1,1,1,1,0,0,1,0,0
6,2,3,2,237,4.0,1,1,0,1,1,1,0,1,0,1
2,1,1,1,60,4.4,1,1,0,1,0,0,1,0,0,1
5,1,1,1,95,4.77,1,1,0,1,1,1,0,1,0,1
4,2,2,1,80,4.84,1,1,1,1,1,1,0,1,0,1
6,2,3,1,130,5.0,1,1,1,1,1,1,0,1,1,1
2,1,2,2,25,4.65,0,0,1,1,0,0,1,0,0,1
7,2,4,1,95,4.0,1,1,0,1,1,0,0,1,0,1
6,3,4,1,199,4.0,1,1,1,0,1,1,0,1,0,1
6,3,1,1,122,4.67,1,1,0,1,0,0,1,0,0,1
2,1,1,1,59,4.35,1,0,1,1,1,1,1,1,0,1
6,3,4,2,180,4.85,1,1,1,0,1,1,0,1,1,1
4,2,3,1,55,4.79,1,1,1,1,1,1,0,1,1,1
7,3,5,2,226,4.74,1,1,1,0,1,1,0,1,1,1
5,2,3,1,85,4.86,1,1,1,1,1,1,0,1,1,0
5,3,3,1,90,4.75,1,1,1,0,1,1,0,1,1,1
2,1,1,1,63,4.45,1,1,1,1,1,1,0,1,1,1
3,1,2,1,50,4.58,1,1,1,1,1,1,0,0,0,1
5,2,4,1,120,4.7,1,1,1,0,1,1,0,1,0,0
4,1,2,1,69,4.11,1,0,1,1,0,1,0,1,1,1
6,2,5,2,185,4.99,0,1,1,1,0,0,1,1,0,1
3,1,2,1,99,4.23,1,1,0,1,1,1,0,0,0,1
6,2,5,2,161,4.5,1,1,1,1,1,1,0,1,0,1
3,1,2,1,80,4.89,1,1,0,1,1,1,1,1,1,0
6,2,4,1,143,4.0,1,1,0,1,1,1,0,1,0,1
2,1,1,1,90,4.93,1,1,0,1,1,1,0,1,1,1
6,2,4,1,120,4.87,1,1,1,0,1,1,0,1,1,0
2,1,2,1,40,4.47,0,0,0,1,1,1,0,0,0,1
6,2,4,1,85,4.59,1,1,1,1,0,0,1,0,0,1
4,2,3,1,40,4.9,1,1,1,1,1,1,0,1,0,1
6,2,4,1,176,5.0,1,1,1,1,1,1,0,1,1,1
2,1,1,2,39,4.52,0,1,1,0,0,0,1,0,0,1
5,2,4,1,80,4.65,1,0,1,1,1,1,0,1,1,1
4,1,1,1,57,4.46,1,0,1,1,1,1,0,0,0,1
6,2,2,2,179,4.0,1,1,0,1,1,1,0,1,0,1
5,2,2,1,102,4.5,1,1,0,1,1,1,0,1,0,1
6,2,4,2,135,4.89,1,1,0,1,1,1,0,1,0,1
4,2,2,1,65,5.0,1,1,1,0,1,1,0,1,1,1
6,2,3,1,140,4.82,1,1,1,0,1,1,0,1,0,0
2,1,1,1,80,5.0,1,1,1,0,0,0,1,0,0,1
5,2,3,2,180,4.0,1,1,0,1,0,0,1,0,0,1
2,1,1,1,93,4.9,1,1,0,1,1,1,1,1,1,0
6,2,3,1,134,4.0,1,1,1,1,1,0,0,1,1,0
2,1,2,1,50,4.65,0,1,0,1,1,1,0,0,0,1
5,3,5,2,150,4.91,1,1,1,1,1,1,0,1,1,1
3,1,2,1,72,4.8,1,1,0,1,0,0,1,0,0,1
5,2,4,1,90,4.7,1,1,1,0,1,1,0,1,0,0
5,3,4,1,62,4.0,1,1,1,1,1,1,0,1,0,1
9,3,5,2,174,4.83,1,1,1,1,1,1,0,1,0,1
2,1,2,1,57,4.65,0,1,1,0,1,1,0,1,1,1
9,2,7,2,230,4.84,1,1,1,0,1,1,0,1,1,1
5,3,4,1,57,4.43,1,0,0,1,1,1,0,0,1,0
6,3,5,2,191,4.85,1,1,1,0,1,1,0,1,1,1
4,1,3,1,83,4.6,1,1,0,1,1,1,0,1,1,0
7,3,5,2,115,4.71,1,1,1,0,1,0,0,1,1,1
4,1,2,1,94,4.96,0,1,1,1,0,0,1,0,0,1
6,3,5,2,163,4.0,1,1,1,1,1,1,0,1,1,1
3,1,1,1,60,4.86,1,1,0,1,0,0,1,0,0,1
8,3,6,2,145,4.39,1,1,1,1,0,0,1,0,0,1
2,1,2,1,52,4.68,0,1,1,0,1,1,0,1,1,1
6,3,5,2,130,4.83,1,0,0,1,1,1,0,1,0,1
3,1,4,1,72,4.64,1,1,0,1,1,1,0,0,1,1
5,2,2,1,90,4.92,1,1,1,1,1,1,0,1,0,1
2,1,1,1,26,4.0,0,1,1,1,1,1,1,1,1,1
6,2,2,2,87,4.0,1,1,0,1,1,1,0,1,0,1
3,0,2,1,75,4.97,1,1,1,0,1,1,0,1,1,0
5,2,3,2,120,4.45,1,1,0,1,1,1,0,1,0,1
3,0,2,1,65,4.68,1,0,0,1,1,1,1,1,1,1
5,2,3,1,85,4.72,1,1,1,0,1,1,0,1,1,1
2,1,1,1,90,4.93,1,1,0,1,1,1,0,1,1,1
6,3,5,2,120,4.5,1,0,1,0,1,1,0,1,0,1
4,1,1,1,70,4.58,1,0,1,0,1,1,0,1,1,1
5,3,4,2,150,4.88,1,1,1,1,1,1,0,1,1,1
4,2,3,1,43,4.38,1,0,1,1,1,1,0,0,1,0
7,2,4,1,120,4.28,1,1,0,1,1,1,0,1,0,1
3,1,2,1,80,4.89,1,1,0,1,1,1,1,1,1,0
6,2,4,1,117,4.0,1,1,0,0,1,1,0,1,0,1
5,3,4,1,62,4.0,1,1,1,1,1,1,0,1,0,1
6,2,4,1,108,4.25,1,1,1,0,1,1,0,1,0,0
2,1,1,1,35,4.73,0,1,1,0,1,1,0,0,0,1
6,3,4,1,100,4.72,1,0,1,0,0,0,1,0,0,1
2,0,1,1,39,4.24,1,1,1,1,1,1,1,1,1,0
8,2,4,3,187,4.93,1,1,1,1,1,1,0,1,0,1
2,1,1,1,42,4.91,0,1,1,0,1,1,0,0,1,1
6,2,3,1,158,4.71,1,1,1,0,1,1,0,1,0,1
1,3,1,1,17,4.63,0,1,1,1,1,1,0,1,0,1
6,3,3,1,232,4.0,1,1,1,0,1,1,0,1,1,0
2,1,1,2,31,4.0,0,0,1,1,1,1,1,1,0,1
6,2,3,1,156,4.97,1,1,1,1,1,1,0,1,0,1
1,1,1,1,21,4.9,0,1,1,1,1,1,0,0,0,1
3,0,1,1,56,4.4,1,1,0,1,1,1,0,0,1,1
7,3,7,2,170,4.94,1,1,1,0,1,1,0,1,1,0
4,0,2,1,40,4.79,1,1,1,1,1,1,0,1,1,1
5,3,3,1,100,4.29,1,1,1,1,1,1,0,1,1,1
2,1,1,1,50,4.82,0,1,0,1,1,1,0,1,1,1
6,2,3,1,159,4.77,1,1,1,0,1,1,0,1,1,1
4,2,1,1,78,4.67,1,1,1,0,0,0,1,0,0,1
6,3,4,1,150,4.69,1,1,1,1,1,1,0,1,1,1
2,0,1,2,25,4.62,0,1,1,0,0,0,1,0,0,1
6,3,4,2,190,4.89,1,1,1,1,1,1,0,1,0,1
2,1,2,1,35,4.89,0,1,0,1,1,1,0,1,1,1
6,2,4,1,148,4.84,1,1,1,1,1,0,0,1,1,0
5,3,4,1,62,4.0,1,1,1,1,1,1,0,1,0,1
6,3,3,2,193,4.96,1,1,1,0,1,1,0,1,0,1
2,1,1,1,35,4.73,0,1,1,0,1,1,0,0,0,1
7,3,7,2,114,4.63,1,1,0,1,1,1,0,1,0,1
2,0,1,1,39,4.24,1,1,1,1,1,1,1,1,1,0
6,2,5,2,110,5.0,1,1,1,0,1,1,0,1,1,1
1,3,1,1,17,4.63,0,1,1,1,1,1,0,1,0,1
6,2,4,2,150,4.92,1,1,0,1,1,1,0,1,1,0
2,1,1,2,31,4.0,0,0,1,1,1,1,1,1,0,1
8,3,6,3,190,4.0,1,1,1,1,1,1,0,1,0,1
1,1,1,1,21,4.9,0,1,1,1,1,1,0,0,0,1
6,1,5,1,130,5.0,1,1,1,0,1,1,0,1,1,1
4,0,2,1,40,4.79,1,1,1,1,1,1,0,1,1,1
5,2,5,2,170,4.0,1,1,1,1,1,1,0,1,0,1
2,1,1,1,50,4.82,0,1,0,1,1,1,0,1,1,1
6,3,4,3,210,4.86,1,1,1,0,0,1,1,1,1,1
4,2,1,1,78,4.67,1,1,1,0,0,0,1,0,0,1
5,3,4,3,218,4.64,1,1,0,1,1,1,0,1,1,0
2,1,2,1,35,4.89,0,1,0,1,1,1,0,1,1,1
6,2,3,1,101,4.97,0,1,1,1,0,0,1,1,0,1
1,1,1,1,14,4.5,0,1,1,1,1,1,0,0,0,0
6,3,4,1,105,4.0,1,1,1,1,1,1,0,1,1,1
4,2,3,1,52,4.63,1,1,1,1,1,1,0,0,1,1
5,2,3,1,115,4.0,1,1,1,1,1,0,0,1,0,1
2,1,1,1,45,4.8,0,1,0,1,1,1,0,1,1,1
5,3,5,2,80,4.5,1,1,1,1,1,1,0,1,1,1
2,1,1,1,41,4.0,0,1,0,1,1,1,0,1,0,1
7,3,4,2,164,4.63,1,1,1,1,1,1,0,1,0,1
2,1,2,2,41,4.79,0,1,1,0,1,1,0,0,1,0
5,2,3,1,189,4.73,1,1,0,1,1,1,0,1,1,1
3,1,2,1,45,4.87,0,1,1,0,1,1,0,0,1,0
5,2,3,1,125,4.78,1,1,1,1,1,1,0,1,1,1
2,1,2,1,50,4.26,1,1,1,1,1,1,0,1,0,1
6,3,6,2,162,4.92,1,1,1,1,1,1,0,1,0,1
1,1,1,1,24,4.75,0,1,1,1,0,0,1,0,0,1
8,3,6,1,120,4.76,1,1,1,1,1,1,0,1,0,1
2,1,1,2,24,4.45,0,0,1,0,1,1,0,1,1,1
7,3,6,1,184,4.55,1,1,1,0,1,1,0,1,1,1
6,2,2,1,55,4.33,1,0,1,1,0,0,1,0,0,1
5,2,3,2,188,5.0,1,1,0,1,1,1,0,1,1,1
1,1,1,1,13,4.42,0,0,1,1,1,1,0,0,0,1
7,3,4,2,179,4.0,1,1,0,1,1,1,0,1,1,1
4,2,2,1,65,4.87,1,1,1,1,1,1,0,1,1,1
6,2,4,1,110,4.0,1,0,0,1,1,1,0,1,1,0
2,1,1,1,47,4.73,0,1,0,1,1,1,0,0,1,0
5,2,4,1,136,4.0,1,1,1,0,1,1,0,1,0,0
4,0,2,1,53,4.68,1,1,1,1,1,1,1,1,1,0
6,2,4,2,120,4.0,1,1,1,1,0,0,1,0,0,1
2,1,1,1,45,4.75,1,1,1,1,0,1,1,1,1,0
5,3,4,2,155,4.79,1,1,0,1,1,1,0,1,1,1
2,0,1,1,65,4.7,1,0,0,1,1,1,0,1,0,1
5,2,3,2,192,5.0,1,1,0,1,1,1,0,1,1,1
4,1,2,1,80,4.35,1,1,0,1,1,1,0,1,0,1
5,0,3,1,103,4.68,1,1,0,1,1,1,0,1,1,1
4,2,3,1,90,4.69,1,1,1,1,1,1,0,1,1,0
6,3,4,1,150,4.0,1,1,1,1,1,1,0,1,1,1
2,1,2,2,41,4.79,0,1,1,0,1,1,0,0,1,0
6,2,3,2,168,4.0,1,1,1,1,1,1,0,1,1,1
3,1,2,1,45,4.87,0,1,1,0,1,1,0,0,1,0
9,3,6,2,149,4.0,1,1,0,1,1,0,1,1,1,1
2,1,1,1,72,4.0,1,1,1,1,1,1,0,1,0,1
5,2,3,2,105,4.0,1,1,0,1,1,1,0,1,1,0
7,2,4,1,89,4.9,1,0,1,1,1,1,0,1,1,1
7,2,5,1,85,4.34,1,1,0,1,1,1,0,0,0,1
4,1,2,1,80,4.42,1,1,0,1,1,1,0,0,1,1
