huespedes,dormitorios,camas,ba√±os,precio_eur,valoracion,alojamiento_entero,limpieza,llegada_autonoma,ubicacion_fantastica,cocina,wifi,lavadora,aire_acondicionado,secador,frigorifico
6,3,5,2,145,4.78,1,1,1,0,1,1,0,1,0,1
2,1,1,1,35,4.73,0,1,1,0,1,1,0,0,0,1
6,3,3,1,89,4.0,1,1,1,0,1,1,0,1,0,1
6,2,2,1,55,4.33,1,0,1,1,0,0,1,0,0,1
6,2,5,1,150,5.0,1,1,1,0,0,0,1,0,0,1
2,0,1,1,55,4.55,1,1,0,1,1,1,1,1,0,1
6,3,5,2,200,4.93,1,1,0,1,1,1,0,1,0,1
4,2,3,1,70,4.87,1,1,1,1,1,1,0,1,0,1
5,2,4,2,245,4.91,1,1,0,1,1,1,0,1,0,1
2,1,1,1,20,4.82,0,1,1,1,1,1,0,0,1,1
10,3,8,2,181,4.0,1,1,0,1,1,1,0,1,1,0
2,1,2,1,35,4.89,0,1,0,1,1,1,0,1,1,1
6,2,4,2,185,4.76,1,1,0,1,1,1,0,1,0,1
2,1,2,1,45,4.58,1,1,1,1,1,1,1,1,1,0
6,3,5,2,200,5.0,1,1,1,0,1,1,0,1,0,1
4,2,3,1,70,4.87,1,1,1,1,1,1,0,1,0,1
5,2,5,1,99,4.82,1,1,0,1,1,1,0,1,0,1
2,1,1,1,20,4.82,0,1,1,1,1,1,0,0,1,1
5,1,1,1,107,4.6,1,1,0,1,1,1,0,1,0,0
2,1,2,1,35,4.89,0,1,0,1,1,1,0,1,1,1
6,3,4,3,215,4.8,1,1,0,1,1,1,0,1,0,1
2,1,2,1,50,4.58,1,1,1,1,1,1,1,1,1,0
2,1,1,1,51,4.92,1,1,1,1,0,0,1,0,0,1
6,3,4,1,85,4.0,1,1,0,1,1,1,0,1,1,0
4,2,2,1,56,4.0,1,0,1,0,1,1,0,1,1,1
9,2,7,2,230,4.84,1,1,1,0,1,1,0,1,1,1
1,1,1,1,21,4.9,0,1,1,1,1,1,0,0,0,1
5,2,3,1,125,5.0,1,1,1,0,1,1,0,1,1,1
5,2,2,2,107,4.81,1,1,1,0,1,1,0,1,1,1
6,2,3,1,91,4.45,1,1,1,1,1,1,0,1,1,1
1,1,1,2,20,4.34,0,0,1,0,1,1,0,1,1,1
6,2,2,2,64,4.57,1,1,1,1,1,1,0,1,1,1
2,0,1,1,19,4.69,0,0,1,1,0,1,0,0,1,0
6,2,2,1,97,4.65,1,0,0,1,1,1,0,1,1,1
4,1,2,1,114,4.0,1,1,0,0,1,1,0,1,1,0
5,2,3,1,117,4.4,1,1,0,1,0,0,1,0,0,1
4,1,2,1,85,4.93,0,1,1,1,0,0,1,1,0,1
5,2,3,1,125,5.0,1,1,1,0,1,1,0,1,1,1
2,0,1,1,59,4.79,1,1,1,1,1,1,0,1,1,1
6,2,4,1,124,4.73,1,1,1,1,1,1,0,1,0,1
2,1,1,1,35,4.22,0,0,1,0,1,1,0,1,0,1
6,3,4,2,180,4.89,1,1,1,1,1,1,0,1,0,1
2,1,2,1,52,4.72,0,0,1,0,1,1,0,1,1,1
6,2,3,1,210,4.63,1,1,0,1,1,1,0,1,0,1
2,1,1,1,35,4.67,0,1,0,1,1,1,0,1,0,1
5,2,3,2,105,4.0,1,1,0,1,1,1,0,1,1,0
2,1,1,1,45,4.91,0,1,1,0,1,1,0,0,1,1
7,4,4,2,165,4.64,1,0,1,1,1,1,0,1,0,1
6,2,3,2,74,5.0,1,1,0,1,1,1,0,1,1,1
6,2,3,1,123,4.0,1,1,1,1,1,0,0,1,1,0
4,1,1,1,85,4.78,1,1,1,0,1,1,0,1,0,1
6,2,4,1,139,3.25,1,0,0,1,0,0,1,0,0,1
2,1,1,2,29,4.0,0,0,1,1,1,1,1,1,0,1
8,3,6,2,246,4.86,1,1,1,0,1,1,0,1,1,1
2,1,1,1,40,4.0,0,1,1,1,1,1,1,1,0,1
8,3,1,2,195,4.75,1,1,0,1,1,1,0,1,1,1
4,1,2,1,76,4.93,1,1,1,0,1,1,0,1,0,1
6,2,3,1,177,4.0,1,1,0,1,1,1,0,1,0,1
3,2,2,1,75,4.67,1,1,0,1,1,1,0,1,0,1
5,3,3,1,77,4.5,1,0,0,0,1,1,0,1,0,1
2,1,2,1,45,5.0,0,1,1,0,0,1,1,1,1,1
5,2,1,1,120,4.91,1,1,1,0,1,1,0,1,1,1
2,1,1,1,45,4.91,0,1,1,0,1,1,0,0,1,1
6,2,4,1,199,5.0,1,1,1,1,1,1,0,1,0,1
2,0,1,1,55,4.55,1,1,0,1,1,1,1,1,0,1
5,1,2,1,120,4.0,1,1,1,1,0,0,1,0,0,1
7,2,4,1,89,4.9,1,0,1,1,1,1,0,1,1,1
5,2,2,2,225,4.87,1,1,1,1,1,1,0,1,1,1
5,1,3,1,74,4.0,1,1,1,0,1,1,0,1,0,1
5,2,4,2,178,4.75,1,1,1,1,1,1,0,1,1,1
1,1,1,1,26,4.86,0,1,1,1,0,0,1,0,0,1
6,3,4,2,220,4.96,0,1,1,1,0,0,1,0,0,1
2,1,1,1,63,4.84,1,1,0,1,1,1,0,1,0,1
6,3,4,2,110,4.71,1,1,1,1,1,1,0,1,0,1
2,1,1,2,39,4.77,0,1,1,0,0,0,1,0,0,1
5,2,1,1,77,5.0,1,1,0,1,0,0,1,0,0,1
4,2,2,1,83,4.61,1,0,1,1,1,1,0,1,0,1
7,3,5,2,145,4.58,1,1,0,1,1,1,0,1,1,1
4,2,3,1,90,4.69,1,1,1,1,1,1,0,1,1,0
6,2,4,1,100,4.74,0,1,1,1,0,0,1,0,0,1
2,1,1,1,75,4.82,1,1,1,0,0,0,1,0,0,1
5,3,3,2,171,4.86,1,1,1,1,1,1,0,1,1,0
2,0,1,1,68,4.57,1,1,0,1,0,0,1,0,0,1
6,2,4,1,117,4.0,1,1,0,0,1,1,0,1,0,1
1,1,1,1,27,4.0,0,1,1,1,0,0,1,0,0,1
8,3,4,3,230,4.0,1,1,1,1,1,1,0,1,1,1
1,1,1,1,20,4.86,0,1,1,1,1,1,1,0,1,0
6,2,4,1,93,4.8,1,1,1,1,1,1,0,1,0,1
4,2,4,1,75,4.9,1,1,1,0,1,1,0,1,1,0
5,1,3,1,80,4.81,1,1,0,1,1,1,0,1,0,1
4,1,2,1,72,4.25,1,1,1,0,0,0,1,0,0,1
10,3,7,1,164,3.9,1,1,1,1,1,1,0,1,1,0
2,1,1,1,40,4.77,0,1,1,1,1,1,0,0,1,1
6,3,4,2,180,4.0,1,1,1,1,1,1,0,1,1,1
2,1,1,1,40,4.65,1,1,1,0,1,1,0,1,1,1
2,1,1,1,40,4.93,1,1,1,1,1,1,0,1,1,0
2,1,1,1,40,4.87,1,1,1,0,1,1,1,1,1,1
2,1,1,1,40,4.79,1,1,0,1,0,0,1,0,0,1
2,1,1,1,50,4.6,1,1,1,0,0,0,1,0,0,1
1,1,1,1,23,4.54,0,1,1,0,0,0,1,0,0,1
3,1,2,1,46,4.49,1,1,1,0,1,1,0,1,0,1
3,1,3,1,45,4.69,1,1,0,1,1,1,0,1,0,1
2,1,1,1,39,4.56,1,1,0,1,0,1,1,1,1,0
3,1,2,1,55,4.85,1,1,0,1,0,0,1,0,0,1
4,1,1,1,55,4.83,1,1,0,1,1,1,0,1,0,1
4,0,2,1,69,4.87,1,1,0,1,1,1,0,1,0,1
6,2,3,1,85,4.98,0,1,1,1,0,0,1,1,0,1
2,1,1,1,50,4.75,1,1,1,0,0,0,1,0,0,1
1,1,1,1,25,4.95,0,1,1,0,1,1,0,0,1,1
4,2,2,1,50,4.78,1,1,1,1,1,1,0,1,1,1
2,0,1,1,50,4.95,1,1,1,0,1,1,0,1,0,1
4,1,2,1,79,4.73,1,1,0,1,1,1,0,1,0,1
2,1,1,1,27,4.76,0,1,1,0,1,1,0,0,1,0
2,1,1,1,50,4.69,1,1,1,0,1,1,1,1,1,0
2,1,1,1,90,4.88,1,1,1,0,1,1,0,1,0,1
1,1,1,2,21,4.39,0,1,0,0,0,1,1,0,1,0
4,1,1,1,85,4.89,0,1,1,1,0,0,1,0,0,1
1,1,1,1,38,4.85,0,1,1,0,1,1,0,1,1,0
3,1,3,1,45,4.68,1,1,0,1,1,1,0,1,1,1
2,1,2,1,59,4.63,1,1,0,1,0,0,1,0,0,1
2,1,1,1,65,4.67,1,1,0,1,1,1,0,1,1,1
3,1,1,1,75,4.81,1,1,1,1,1,1,1,1,1,0
4,2,3,2,87,4.0,1,1,0,1,1,1,0,1,0,0
4,1,2,1,61,4.57,1,1,0,1,1,1,0,1,1,0
3,1,2,1,73,4.77,1,1,1,0,1,1,0,1,1,0
2,1,1,1,73,4.62,1,1,0,0,1,1,0,1,0,1
6,2,2,2,64,4.38,1,1,0,1,1,1,0,1,1,1
3,1,2,1,46,4.96,0,1,1,0,0,1,0,1,1,0
2,1,1,1,50,4.67,1,1,0,1,1,1,1,1,0,1
4,1,2,1,79,4.85,1,1,1,0,1,1,0,1,1,1
4,1,1,1,72,4.0,1,1,0,1,1,1,0,1,1,1
4,1,1,1,59,4.53,1,1,0,1,1,1,0,1,1,1
2,1,1,1,90,4.97,1,1,1,0,1,1,1,1,1,0
4,1,2,1,52,4.77,1,1,1,0,1,0,0,1,1,0
2,0,1,1,58,4.92,1,1,0,1,1,1,0,1,0,1
2,1,1,1,60,4.91,1,1,1,1,1,1,0,1,1,1
2,1,1,1,40,4.59,1,1,1,0,1,1,0,1,1,0
4,1,1,1,65,4.83,1,1,0,1,1,1,0,1,0,1
2,0,1,1,50,4.8,1,1,1,1,1,1,0,1,0,1
3,1,1,1,49,4.83,1,1,1,0,0,0,1,0,0,1
6,2,3,1,85,4.98,0,1,1,1,0,0,1,1,0,1
4,1,3,1,52,4.71,1,1,1,0,1,1,0,1,1,1
2,1,1,1,61,4.0,1,1,0,1,1,1,0,1,1,1
2,1,2,1,25,4.0,0,1,1,1,1,1,0,1,1,1
4,1,2,1,49,4.74,1,1,1,0,1,1,0,1,1,0
2,1,1,1,50,4.72,1,0,0,0,1,1,0,1,1,1
6,1,1,1,53,4.38,1,1,1,1,0,0,1,0,0,1
2,1,1,1,60,4.7,1,1,0,1,1,1,0,1,1,1
4,1,2,1,60,4.47,1,1,1,1,1,1,0,1,1,1
4,1,2,1,65,4.34,1,1,0,1,1,1,0,1,0,1
6,2,4,1,55,4.74,0,1,1,1,0,0,1,0,0,1
1,1,1,1,25,4.95,0,1,1,0,1,1,0,0,1,1
2,0,1,1,39,4.76,1,1,1,1,1,1,0,1,0,1
4,1,2,1,52,4.89,1,1,1,0,1,1,0,1,0,1
2,1,2,1,54,4.4,1,1,1,0,1,1,0,1,0,1
2,1,1,1,36,4.91,0,1,0,1,1,1,0,1,1,1
4,1,1,1,49,4.38,1,0,1,1,1,1,1,1,1,1
4,1,3,1,52,4.69,1,0,1,0,1,1,0,1,1,0
1,1,1,1,24,4.59,0,1,1,1,0,0,1,0,0,1
4,1,2,1,54,4.72,1,1,0,0,1,1,0,1,0,1
2,1,1,1,33,4.79,0,1,0,1,1,1,0,1,1,0
2,1,2,1,27,4.0,0,1,1,1,1,1,0,1,1,1
2,1,1,1,55,4.69,1,1,1,0,1,1,1,1,1,0
4,0,2,1,53,4.0,1,1,1,0,1,1,0,1,1,1
4,1,1,1,50,4.64,1,1,0,1,1,1,0,1,1,0
4,1,1,2,60,4.9,1,1,1,0,1,1,0,1,1,0
2,1,1,1,48,4.86,1,1,1,1,1,1,1,1,1,0
2,1,1,1,78,4.97,1,1,1,0,1,1,1,1,1,1
4,1,2,1,47,4.77,1,1,0,1,1,1,0,1,0,1
4,1,4,1,56,4.84,1,1,1,0,1,1,0,1,0,1
2,1,1,1,27,4.76,0,1,1,0,1,1,0,0,1,0
4,1,1,1,48,4.71,1,0,1,0,1,1,0,1,1,1
2,0,1,1,56,4.82,1,1,0,1,1,1,0,1,1,1
2,1,2,1,35,4.63,0,1,1,0,0,1,1,1,1,0
2,0,1,1,60,4.95,1,1,1,0,1,1,0,1,0,1
2,1,1,1,14,4.41,0,1,1,1,1,1,0,1,1,0
4,1,4,1,56,4.84,1,1,1,0,1,1,0,1,0,1
4,1,2,1,50,4.82,1,1,1,1,1,1,0,1,1,1
4,1,2,1,48,4.79,1,1,1,1,1,1,0,1,0,1
4,1,2,1,55,4.86,1,1,1,0,1,1,0,1,0,1
2,1,1,1,59,4.67,1,1,0,1,1,1,0,1,1,1
1,1,1,1,35,4.74,0,1,1,0,1,1,0,1,1,0
2,1,2,1,54,4.4,1,1,1,0,1,1,0,1,0,1
4,1,1,1,49,4.87,1,1,1,1,1,1,0,1,1,0
2,1,1,1,85,4.96,0,1,1,1,0,0,1,1,0,1
4,1,3,1,60,4.71,1,1,0,1,1,1,0,1,1,0
4,1,2,1,50,4.89,1,0,1,1,1,1,0,1,1,0
2,0,1,1,42,4.1,1,1,1,0,1,1,0,1,0,1
2,1,2,1,35,4.8,0,1,0,1,0,1,1,1,0,1
2,1,1,1,33,4.79,0,1,0,1,1,1,0,1,1,0
2,1,1,1,90,4.92,0,1,1,1,0,0,1,1,0,1
2,1,1,1,50,4.63,1,0,1,1,0,0,1,0,0,1
4,1,2,1,51,4.67,1,1,0,1,1,1,0,1,1,1
2,1,1,1,90,4.88,1,1,1,0,1,1,0,1,0,1
4,1,2,1,70,4.89,1,1,0,1,1,1,0,1,1,0
4,1,2,1,94,4.93,1,1,0,1,1,1,0,1,1,0
6,2,4,1,55,4.74,0,1,1,1,0,0,1,0,0,1
6,2,5,1,43,4.62,1,1,0,1,1,1,0,1,0,1
4,1,2,1,50,4.87,1,1,0,1,1,1,0,1,1,1
2,1,1,1,71,4.0,1,1,1,0,1,1,0,1,1,0
4,2,3,1,100,4.97,1,1,0,1,1,1,0,1,1,1
3,1,1,1,38,4.5,1,0,1,1,0,0,1,0,0,1
2,1,1,1,78,4.97,1,1,1,0,1,1,1,1,1,1
2,1,1,1,69,4.91,1,1,0,1,1,1,0,1,1,0
4,2,2,1,62,4.7,1,1,0,1,1,1,0,1,0,1
4,1,2,1,69,4.74,1,1,0,1,1,1,0,1,1,1
4,1,3,1,55,4.88,1,1,0,1,1,1,0,1,1,0
4,1,2,1,70,4.85,1,1,0,1,1,1,0,1,1,0
2,1,1,1,48,4.86,1,1,1,1,1,1,1,1,1,0
2,1,2,1,25,4.0,0,1,1,1,1,1,0,1,1,1
2,1,1,1,51,4.86,1,1,1,1,0,1,0,1,1,1
4,1,2,1,50,4.76,1,0,1,1,1,1,0,1,1,0
4,1,1,1,60,4.71,1,0,1,0,1,1,0,1,1,1
6,2,4,1,56,4.07,1,1,1,1,0,0,1,0,0,1
2,1,2,1,48,5.0,1,1,1,0,1,1,0,1,0,1
4,1,2,1,50,4.49,1,1,0,1,1,1,0,1,1,1
4,0,2,1,49,4.71,1,1,1,0,1,1,0,1,1,0
2,1,1,1,38,4.76,0,1,1,0,1,1,0,1,1,0
2,1,2,1,50,4.83,0,1,0,1,1,1,1,1,1,0
2,1,1,1,90,4.92,0,1,1,1,0,0,1,1,0,1
2,1,2,1,60,4.96,1,1,1,0,1,1,0,1,0,1
2,0,1,1,56,4.87,1,1,0,1,1,1,0,1,0,1
4,1,4,1,56,4.84,1,1,0,1,1,1,0,1,1,1
2,1,1,1,29,4.72,0,1,0,1,1,1,0,0,0,1
2,1,1,1,43,4.88,1,1,1,0,1,1,1,1,1,1
1,1,1,1,18,4.97,0,1,1,1,1,1,0,1,0,1
6,1,5,1,80,5.0,1,1,1,0,1,1,0,1,1,1
4,1,2,1,50,4.89,1,0,1,1,1,1,0,1,1,0
2,1,1,1,55,4.71,1,1,0,1,1,1,1,1,0,1
1,1,1,1,35,4.74,0,1,1,0,1,1,0,1,1,0
4,0,1,1,59,4.5,1,1,0,1,1,1,0,1,0,1
4,1,2,1,67,4.4,1,1,0,1,1,1,1,1,1,0
4,1,1,1,65,4.83,1,1,0,1,1,1,0,1,0,1
2,1,1,1,69,4.91,1,1,0,1,1,1,0,1,1,0
4,0,2,1,50,4.71,1,1,1,0,1,1,0,1,1,0
4,1,2,1,50,4.89,1,0,1,1,1,1,0,1,1,0
2,1,1,1,75,4.0,1,1,1,1,1,1,0,1,1,0
4,1,4,1,56,4.84,1,1,0,1,1,1,0,1,1,1
4,1,1,1,85,4.89,0,1,1,1,0,0,1,0,0,1
2,1,1,1,45,4.87,0,1,1,0,0,1,1,1,1,1
4,1,2,1,61,4.49,1,1,0,1,0,0,1,0,0,1
2,1,2,1,61,4.0,1,0,0,1,1,1,1,1,1,0
2,1,1,1,85,4.96,0,1,1,1,0,0,1,1,0,1
4,2,3,1,50,4.9,1,1,0,1,1,1,0,1,0,1
4,0,1,1,59,4.5,1,1,0,1,1,1,0,1,0,1
2,1,1,1,60,4.8,1,1,1,0,1,1,0,1,0,1
3,1,2,1,69,4.91,1,1,0,1,1,1,0,0,0,1
2,1,1,1,70,4.0,1,0,0,0,1,1,0,1,1,1
2,1,2,1,27,4.81,0,1,1,1,1,1,0,1,1,1
2,1,1,1,38,4.76,0,1,1,0,1,1,0,1,1,0
2,1,1,1,25,4.95,0,1,1,1,0,0,1,0,0,1
3,1,2,1,60,4.83,1,1,0,1,1,1,0,1,1,0
2,1,1,2,50,4.83,0,1,1,0,0,1,1,1,0,1
2,1,1,1,42,4.91,0,1,0,1,1,1,0,1,1,1
4,1,2,1,42,5.0,1,1,1,1,1,1,0,1,0,1
4,1,2,1,50,4.76,1,0,1,1,1,1,0,1,1,0
2,0,1,1,42,4.1,1,1,1,0,1,1,0,1,0,1
4,1,2,1,79,4.85,1,1,1,0,1,1,0,1,1,1
3,1,1,1,60,4.91,1,1,1,1,1,1,0,1,0,1
1,1,1,1,35,4.74,0,1,1,0,1,1,0,1,1,0
6,2,3,1,80,4.94,1,1,0,1,1,1,0,1,0,1
6,0,1,1,50,4.58,1,1,1,1,0,1,1,1,0,0
3,1,2,1,75,4.75,1,1,1,1,1,1,0,1,1,0
2,0,1,1,65,4.82,1,1,0,1,1,1,0,1,1,1
4,2,2,1,62,4.7,1,1,0,1,1,1,0,1,0,1
4,1,2,1,62,4.82,1,1,1,1,1,1,1,1,0,1
2,1,1,1,29,4.72,0,1,0,1,1,1,0,0,0,1
2,1,2,1,53,5.0,1,1,1,0,1,1,0,1,0,1
4,1,2,1,95,5.0,1,1,1,0,0,0,1,0,0,1
4,1,2,1,59,4.53,1,1,1,1,0,0,1,0,0,1
6,3,5,2,120,4.96,1,1,1,0,1,1,0,1,0,1
4,1,3,1,50,4.69,1,1,1,0,1,1,0,1,0,1
1,1,1,1,35,4.73,0,1,1,0,1,1,0,1,1,0
1,1,1,1,18,4.97,0,1,1,1,1,1,0,1,0,1
4,1,2,1,79,4.73,1,1,0,1,1,1,0,1,0,1
2,1,1,1,33,4.95,0,0,0,1,1,1,0,1,0,1
2,0,1,1,52,4.85,1,1,1,0,1,1,0,1,1,1
4,1,2,1,50,4.89,1,0,1,1,1,1,0,1,1,0
1,1,1,1,15,5.0,0,1,1,1,0,0,1,0,0,1
1,1,1,1,29,4.0,0,0,1,1,0,1,1,1,1,1
4,1,2,1,64,4.89,1,1,1,0,1,1,0,1,0,1
4,2,3,1,50,4.9,1,1,0,1,1,1,0,1,0,1
2,1,2,1,42,4.48,0,1,1,0,0,0,1,0,0,1
4,1,2,1,65,4.84,1,1,1,1,1,1,0,1,0,0
2,1,1,1,85,4.96,0,1,1,1,0,0,1,1,0,1
2,1,2,1,35,4.8,0,1,1,0,0,1,1,1,1,0
3,2,3,1,48,4.84,1,1,1,0,1,1,0,1,0,1
4,1,2,1,70,4.55,1,1,0,1,1,1,0,1,0,1
4,1,2,1,95,4.5,1,0,1,0,0,0,1,0,0,1
2,1,2,1,50,4.83,0,1,0,1,1,1,1,1,1,0
1,1,1,1,28,4.2,0,0,1,1,0,1,1,1,1,1
1,1,1,1,27,4.72,0,1,1,1,1,1,0,1,0,1
2,0,1,1,15,4.81,0,0,0,0,0,1,1,1,1,1
4,1,2,1,50,4.76,1,0,1,1,1,1,0,1,1,0
4,3,4,1,85,4.95,1,1,1,0,1,1,1,1,1,1
5,1,1,1,70,4.77,1,1,0,1,1,1,0,1,0,1
2,1,1,1,39,4.78,1,1,0,1,1,1,0,1,1,1
2,1,2,1,38,4.0,0,1,0,1,1,1,0,0,0,1
5,3,3,1,56,4.48,1,0,1,0,1,1,1,0,1,0
2,1,2,1,23,4.72,0,1,1,1,1,1,1,1,1,0
2,1,1,1,30,4.91,0,1,1,1,1,1,0,1,1,1
2,1,1,1,45,4.29,1,0,1,0,0,0,1,0,0,1
4,1,1,1,60,4.71,1,0,1,0,1,1,0,1,1,1
2,1,1,1,62,4.78,1,0,1,0,1,1,0,1,0,1
3,1,2,1,100,4.98,1,1,0,1,0,0,1,0,0,1
2,1,2,1,35,4.0,0,1,1,1,1,1,1,1,1,0
4,1,2,1,100,4.89,1,1,1,0,1,1,0,1,0,1
2,1,1,1,70,5.0,1,1,1,0,1,1,0,1,1,1
2,1,1,1,55,4.79,0,1,1,0,0,0,1,0,0,1
2,1,1,1,50,4.73,1,1,1,0,1,1,0,1,1,0
2,0,2,1,85,4.83,1,1,0,1,1,1,0,1,1,1
2,0,2,1,80,4.79,1,1,1,0,1,1,1,1,1,1
2,1,1,1,100,4.95,1,1,1,0,1,1,0,1,1,1
2,1,1,1,71,4.74,1,1,0,1,1,1,0,1,0,1
2,1,1,1,122,4.64,1,1,1,0,1,1,1,1,1,1
2,1,1,1,60,4.91,1,1,1,1,1,1,0,1,1,1
2,1,1,1,60,4.82,0,1,0,1,1,1,0,1,1,0
3,1,2,1,85,4.9,1,1,1,0,1,1,0,1,0,1
2,0,1,1,85,4.88,1,1,0,1,1,1,0,1,0,1
4,2,3,1,90,4.82,1,1,1,1,0,0,1,0,0,1
3,2,3,1,77,4.93,1,1,0,0,1,1,0,1,1,1
3,1,1,1,65,4.25,1,1,0,1,1,1,0,1,1,0
6,2,4,2,115,4.0,1,1,1,1,1,1,0,1,0,1
2,1,2,1,28,5.0,0,1,1,0,1,1,0,1,0,1
2,1,1,1,48,4.93,1,1,1,1,1,1,0,1,1,0
2,1,1,1,18,5.0,0,1,1,1,1,1,0,0,0,1
4,1,1,1,103,4.89,1,1,1,0,1,1,0,1,1,1
5,1,3,2,93,4.0,1,1,1,1,1,1,0,1,1,1
2,1,1,1,100,4.94,1,1,1,0,1,1,0,1,1,0
2,1,2,1,98,4.92,0,1,1,1,0,0,1,0,0,1
5,2,3,1,165,4.89,1,1,1,0,1,1,0,1,1,1
2,1,1,1,85,4.27,1,1,0,1,1,1,0,1,0,0
2,1,2,1,127,4.86,1,1,0,1,1,1,0,1,1,1
2,1,1,1,55,4.88,1,1,0,1,1,1,0,0,0,1
6,0,1,1,49,4.58,1,1,1,1,0,1,1,1,0,0
4,1,2,1,65,4.86,1,1,1,1,1,0,0,1,1,0
4,2,4,1,64,4.67,1,1,0,0,1,1,0,1,1,1
3,1,1,1,71,4.0,1,1,0,1,1,1,0,1,1,1
4,1,1,1,59,4.64,1,1,1,1,0,0,1,0,0,1
3,1,1,1,75,4.78,1,1,0,1,1,1,0,1,1,0
4,1,2,1,100,4.77,1,1,0,1,1,1,0,1,0,1
3,1,3,1,82,4.0,1,0,0,0,1,1,0,1,1,0
3,1,1,1,60,4.91,1,1,1,1,1,1,0,1,0,1
1,1,1,1,15,5.0,0,1,1,1,0,0,1,0,0,1
2,1,2,1,35,4.63,0,1,1,0,0,1,1,1,1,0
4,1,1,1,65,4.0,1,1,1,1,1,1,0,1,1,0
2,1,1,1,38,4.88,1,1,1,0,1,1,1,1,1,1
4,1,2,1,65,4.5,1,0,0,1,1,1,0,1,1,1
4,1,2,1,70,4.87,1,1,1,0,1,1,0,1,0,1
4,1,2,1,70,5.0,1,1,1,1,1,1,0,1,1,0
2,1,1,1,80,4.8,1,1,1,0,0,1,1,1,1,0
1,0,1,2,62,4.0,0,1,0,1,0,1,0,0,1,0
4,1,1,1,87,4.0,1,1,0,1,1,1,0,1,1,1
1,1,1,1,38,4.7,0,1,1,1,1,1,1,1,0,0
3,1,2,1,70,4.83,1,1,0,1,1,1,0,1,1,0
2,1,1,1,50,4.84,1,1,1,1,0,0,1,0,0,1
4,1,2,1,80,4.85,1,1,1,1,1,1,0,1,1,1
2,1,1,1,25,4.92,0,1,1,1,1,1,0,1,1,0
6,2,2,1,79,4.86,1,1,1,0,1,1,0,1,0,1
2,1,2,1,20,4.7,0,1,1,1,0,1,1,1,1,0
6,3,5,2,120,4.93,1,1,1,0,1,1,0,1,0,1
4,1,2,1,75,4.92,1,1,0,1,1,1,0,1,1,0
2,0,1,1,65,4.95,1,1,1,0,1,1,0,1,0,1
4,1,2,1,88,4.5,1,1,0,1,1,1,0,1,0,1
3,1,1,1,68,4.63,1,1,1,0,1,1,0,1,0,1
2,1,2,1,60,5.0,1,1,1,0,1,1,0,1,1,0
4,1,2,1,71,4.82,1,1,1,1,1,1,1,1,0,1
2,1,2,1,50,4.83,0,1,0,1,1,1,1,1,1,0
6,0,1,1,98,4.0,0,0,1,1,0,0,1,0,0,1
1,1,1,1,25,4.53,0,1,1,0,0,1,1,1,1,1
4,2,2,1,70,4.74,1,1,1,0,1,1,1,1,0,1
2,1,1,1,60,4.7,0,1,1,0,0,1,1,1,1,1
3,1,1,1,70,4.85,1,1,0,1,1,1,0,1,1,1
3,1,1,1,94,4.84,1,1,0,1,1,1,0,1,1,0
2,1,1,2,14,4.75,0,1,1,1,1,1,0,1,0,1
2,1,1,1,33,4.0,0,1,0,1,1,1,1,1,1,1
2,1,2,1,53,5.0,1,1,1,0,1,1,0,1,0,1
4,1,1,2,103,4.78,1,1,1,0,1,1,0,1,1,1
2,1,1,1,50,4.76,1,1,1,1,0,0,1,0,0,1
2,1,1,1,33,4.95,0,0,0,1,1,1,0,1,0,1
2,1,1,1,29,4.87,0,1,1,1,0,1,1,1,0,1
1,1,1,1,27,4.72,0,1,1,1,1,1,0,1,0,1
2,1,1,1,40,4.55,0,1,1,0,0,1,1,0,1,1
2,1,1,1,50,4.57,0,0,1,0,1,1,0,1,0,1
4,1,1,1,70,4.65,1,1,0,1,1,1,0,1,1,1
6,2,4,2,90,4.0,1,0,0,1,1,1,0,1,1,0
3,1,2,1,77,4.0,1,1,1,0,1,1,0,1,0,1
3,1,2,1,35,4.0,1,1,0,1,1,1,0,1,0,1
6,3,5,2,59,4.79,1,1,1,0,1,1,0,1,1,1
4,1,2,1,75,4.5,1,0,1,1,0,1,1,1,0,0
2,1,1,1,51,4.86,1,1,1,1,0,1,0,1,1,1
4,0,1,1,59,4.5,1,1,0,1,1,1,0,1,0,1
2,0,1,1,70,4.65,1,1,1,0,1,1,0,1,0,1
3,1,2,1,55,4.8,1,0,1,0,1,1,0,1,0,1
